,sy_dist
8399,1314.64
8400,1314.64
8401,1314.64
8402,1314.64
8403,1314.64
8404,1314.64
8405,1314.64
8406,1314.64
8407,1314.64
8408,1314.64
8409,491.406
8410,491.406
8411,491.406
8412,491.406
8413,491.406
8414,491.406
8415,491.406
8416,491.406
8417,491.406
8418,921.778
8419,921.778
8420,921.778
8421,921.778
8422,921.778
8423,921.778
8424,921.778
8425,921.778
8426,921.778
8427,921.778
8428,872.328
8429,872.328
8430,872.328
8431,872.328
8432,872.328
8433,872.328
8434,872.328
8435,872.328
8436,872.328
8437,495.156
8438,495.156
8439,495.156
8440,495.156
8441,495.156
8442,495.156
8443,495.156
8444,495.156
8445,495.156
8446,259.533
8447,259.533
8448,259.533
8449,259.533
8450,259.533
8451,259.533
8452,259.533
8453,259.533
8454,259.533
8455,259.533
8456,259.533
8457,259.533
8458,259.533
8459,259.533
8460,259.533
8461,259.533
8462,259.533
8463,259.533
8464,259.533
8465,259.533
8466,259.533
8467,259.533
8468,259.533
8469,259.533
8470,259.533
8471,259.533
8472,259.533
8473,259.533
8474,259.533
8475,259.533
8476,259.533
8477,259.533
8478,259.533
8479,259.533
8480,259.533
8481,259.533
8482,259.533
8483,259.533
8484,259.533
8485,259.533
8486,259.533
8487,259.533
8488,656.48
8489,656.48
8490,656.48
8491,656.48
8492,656.48
8493,656.48
8494,656.48
8495,656.48
8496,656.48
8497,656.48
8498,393.642
8499,393.642
8500,393.642
8501,393.642
8502,393.642
8503,393.642
8504,393.642
8505,393.642
8506,393.642
8507,1273.51
8508,1273.51
8509,1273.51
8510,1273.51
8511,1273.51
8512,1273.51
8513,1273.51
8514,1273.51
8515,1273.51
8516,1273.51
8517,555.189
8518,555.189
8519,555.189
8520,555.189
8521,555.189
8522,555.189
8523,555.189
8524,555.189
8525,555.189
8526,555.189
8527,555.189
8528,555.189
8529,555.189
8530,555.189
8531,555.189
8532,555.189
8533,1140.57
8534,1140.57
8535,1140.57
8536,1140.57
8537,1140.57
8538,1140.57
8539,1140.57
8540,1140.57
8541,1140.57
8542,1140.57
8543,691.961
8544,691.961
8545,691.961
8546,691.961
8547,691.961
8548,691.961
8549,691.961
8550,691.961
8551,703.038
8552,703.038
8553,703.038
8554,703.038
8555,703.038
8556,703.038
8557,703.038
8558,703.038
8559,703.038
8560,1657.36
8561,1657.36
8562,1657.36
8563,1657.36
8564,1657.36
8565,1657.36
8566,1657.36
8567,1657.36
8568,1657.36
8569,1657.36
8570,625.692
8571,625.692
8572,625.692
8573,625.692
8574,625.692
8575,625.692
8576,625.692
8577,625.692
8578,625.692
8579,1217.73
8580,1217.73
8581,1217.73
8582,1217.73
8583,1217.73
8584,1217.73
8585,1217.73
8586,1217.73
8587,1217.73
8588,623.609
8589,623.609
8590,623.609
8591,623.609
8592,623.609
8593,623.609
8594,623.609
8595,623.609
8596,623.609
8597,623.609
8598,623.609
8599,623.609
8600,623.609
8601,623.609
8602,623.609
8603,623.609
8604,623.609
8605,623.609
8606,623.609
8607,623.609
8608,623.609
8609,358.518
8610,358.518
8611,358.518
8612,358.518
8613,358.518
8614,358.518
8615,358.518
8616,358.518
8617,358.518
8618,682.436
8619,682.436
8620,682.436
8621,682.436
8622,682.436
8623,682.436
8624,682.436
8625,682.436
8626,682.436
8627,682.436
8628,215.233
8629,215.233
8630,215.233
8631,215.233
8632,215.233
8633,215.233
8634,215.233
8635,215.233
8636,215.233
8637,1119.49
8638,1119.49
8639,1119.49
8640,1119.49
8641,1119.49
8642,1119.49
8643,1119.49
8644,1119.49
8645,1460.1
8646,1460.1
8647,1460.1
8648,1460.1
8649,1460.1
8650,1460.1
8651,1460.1
8652,1460.1
8653,1460.1
8654,1460.1
8655,1460.1
8656,1460.1
8657,1460.1
8658,1460.1
8659,1460.1
8660,1460.1
8661,1460.1
8662,1128.72
8663,1128.72
8664,1128.72
8665,1128.72
8666,1128.72
8667,1128.72
8668,1128.72
8669,1128.72
8670,1128.72
8671,691.331
8672,691.331
8673,691.331
8674,691.331
8675,691.331
8676,691.331
8677,691.331
8678,691.331
8679,691.331
8680,342.144
8681,342.144
8682,342.144
8683,342.144
8684,342.144
8685,342.144
8686,342.144
8687,342.144
8688,342.144
8689,1484.25
8690,1484.25
8691,1484.25
8692,1484.25
8693,1484.25
8694,1484.25
8695,1484.25
8696,1484.25
8697,1484.25
8698,1484.25
8699,1213.71
8700,1213.71
8701,1213.71
8702,1213.71
8703,1213.71
8704,1213.71
8705,1213.71
8706,1213.71
8707,1213.71
8708,955.168
8709,955.168
8710,955.168
8711,955.168
8712,955.168
8713,955.168
8714,955.168
8715,955.168
8716,955.168
8717,955.168
8718,955.168
8719,955.168
8720,955.168
8721,955.168
8722,955.168
8723,955.168
8724,955.168
8725,955.168
8726,955.168
8727,955.168
8728,955.168
8729,955.168
8730,1077.63
8731,1077.63
8732,1077.63
8733,1077.63
8734,1077.63
8735,1077.63
8736,1077.63
8737,1077.63
8738,1077.63
8739,547.726
8740,547.726
8741,547.726
8742,547.726
8743,547.726
8744,547.726
8745,547.726
8746,547.726
8747,547.726
8748,547.726
8749,940.211
8750,940.211
8751,940.211
8752,940.211
8753,940.211
8754,940.211
8755,940.211
8756,940.211
8757,940.211
8758,940.211
8759,940.211
8760,940.211
8761,940.211
8762,940.211
8763,940.211
8764,940.211
8765,940.211
8766,478.647
8767,478.647
8768,478.647
8769,478.647
8770,478.647
8771,478.647
8772,478.647
8773,478.647
8774,478.647
8775,431.622
8776,431.622
8777,431.622
8778,431.622
8779,431.622
8780,431.622
8781,431.622
8782,431.622
8783,431.622
8784,1575.2
8785,1575.2
8786,1575.2
8787,1575.2
8788,1575.2
8789,1575.2
8790,1575.2
8791,1575.2
8792,1575.2
8793,1575.2
8794,1575.2
8795,1575.2
8796,1575.2
8797,1575.2
8798,1575.2
8799,1575.2
8800,1575.2
8801,634.906
8802,634.906
8803,634.906
8804,634.906
8805,634.906
8806,634.906
8807,634.906
8808,634.906
8809,634.906
8810,634.906
8811,820.905
8812,820.905
8813,820.905
8814,820.905
8815,820.905
8816,820.905
8817,820.905
8818,820.905
8819,820.905
8820,752.666
8821,752.666
8822,752.666
8823,752.666
8824,752.666
8825,752.666
8826,752.666
8827,752.666
8828,752.666
8829,752.666
8830,522.823
8831,522.823
8832,522.823
8833,522.823
8834,522.823
8835,522.823
8836,522.823
8837,522.823
8838,522.823
8839,1455.57
8840,1455.57
8841,1455.57
8842,1455.57
8843,1455.57
8844,1455.57
8845,1455.57
8846,1455.57
8847,1455.57
8848,1455.57
8849,1455.57
8850,1455.57
8851,1455.57
8852,1455.57
8853,1455.57
8854,1455.57
8855,1455.57
8856,1455.57
8857,1455.57
8858,1455.57
8859,1455.57
8860,1455.57
8861,1455.57
8862,1455.57
8863,1455.57
8864,1050.45
8865,1050.45
8866,1050.45
8867,1050.45
8868,1050.45
8869,1050.45
8870,1050.45
8871,1050.45
8872,1050.45
8873,1050.45
8874,573.0
8875,573.0
8876,573.0
8877,573.0
8878,573.0
8879,573.0
8880,573.0
8881,573.0
8882,573.0
8883,573.0
8884,1306.53
8885,1306.53
8886,1306.53
8887,1306.53
8888,1306.53
8889,1306.53
8890,1306.53
8891,1306.53
8892,1306.53
8893,1306.53
8894,377.06
8895,377.06
8896,377.06
8897,377.06
8898,377.06
8899,377.06
8900,377.06
8901,377.06
8902,377.06
8903,1408.75
8904,1408.75
8905,1408.75
8906,1408.75
8907,1408.75
8908,1408.75
8909,1408.75
8910,1408.75
8911,1408.75
8912,1121.89
8913,1121.89
8914,1121.89
8915,1121.89
8916,1121.89
8917,1121.89
8918,1121.89
8919,1121.89
8920,1121.89
8921,1121.89
8922,864.699
8923,864.699
8924,864.699
8925,864.699
8926,864.699
8927,864.699
8928,864.699
8929,864.699
8930,864.699
8931,1299.97
8932,1299.97
8933,1299.97
8934,1299.97
8935,1299.97
8936,1299.97
8937,1299.97
8938,1299.97
8939,1299.97
8940,1299.97
8941,482.287
8942,482.287
8943,482.287
8944,482.287
8945,482.287
8946,482.287
8947,482.287
8948,482.287
8949,415.205
8950,415.205
8951,415.205
8952,415.205
8953,415.205
8954,415.205
8955,415.205
8956,415.205
8957,415.205
8958,574.228
8959,574.228
8960,574.228
8961,574.228
8962,574.228
8963,574.228
8964,574.228
8965,574.228
8966,574.228
8967,574.228
8968,574.228
8969,574.228
8970,574.228
8971,574.228
8972,574.228
8973,574.228
8974,574.228
8975,574.228
8976,574.228
8977,574.228
8978,574.228
8979,1596.8
8980,1596.8
8981,1596.8
8982,1596.8
8983,1596.8
8984,1596.8
8985,1596.8
8986,1596.8
8987,1596.8
8988,1596.8
8989,938.417
8990,938.417
8991,938.417
8992,938.417
8993,938.417
8994,938.417
8995,938.417
8996,938.417
8997,938.417
8998,938.417
8999,938.417
9000,938.417
9001,938.417
9002,938.417
9003,938.417
9004,938.417
9005,1545.39
9006,1545.39
9007,1545.39
9008,1545.39
9009,1545.39
9010,1545.39
9011,1545.39
9012,1545.39
9013,1545.39
9014,1919.19
9015,1919.19
9016,1919.19
9017,1919.19
9018,1919.19
9019,1919.19
9020,1919.19
9021,1919.19
9022,1919.19
9023,1919.19
9024,1157.84
9025,1157.84
9026,1157.84
9027,1157.84
9028,1157.84
9029,1157.84
9030,1157.84
9031,1157.84
9032,1157.84
9033,1157.84
9034,459.273
9035,459.273
9036,459.273
9037,459.273
9038,459.273
9039,459.273
9040,459.273
9041,1337.25
9042,1337.25
9043,1337.25
9044,1337.25
9045,1337.25
9046,1337.25
9047,1337.25
9048,1337.25
9049,1337.25
9050,1020.53
9051,1020.53
9052,1020.53
9053,1020.53
9054,1020.53
9055,1020.53
9056,1020.53
9057,1020.53
9058,1020.53
9059,1020.53
9060,1717.48
9061,1717.48
9062,1717.48
9063,1717.48
9064,1717.48
9065,1717.48
9066,1717.48
9067,1717.48
9068,1717.48
9069,1717.48
9070,782.852
9071,782.852
9072,782.852
9073,782.852
9074,782.852
9075,782.852
9076,782.852
9077,782.852
9078,782.852
9079,701.996
9080,701.996
9081,701.996
9082,701.996
9083,701.996
9084,701.996
9085,701.996
9086,701.996
9087,701.996
9088,701.996
9089,701.996
9090,701.996
9091,701.996
9092,701.996
9093,701.996
9094,701.996
9095,701.996
9096,701.996
9097,701.996
9098,701.996
9099,342.509
9100,342.509
9101,342.509
9102,342.509
9103,342.509
9104,342.509
9105,342.509
9106,342.509
9107,342.509
9108,342.509
9109,955.536
9110,955.536
9111,955.536
9112,955.536
9113,955.536
9114,955.536
9115,955.536
9116,955.536
9117,955.536
9118,1304.19
9119,1304.19
9120,1304.19
9121,1304.19
9122,1304.19
9123,1304.19
9124,1304.19
9125,1304.19
9126,1304.19
9127,1304.19
9128,802.116
9129,802.116
9130,802.116
9131,802.116
9132,802.116
9133,802.116
9134,802.116
9135,802.116
9136,802.116
9137,757.382
9138,757.382
9139,757.382
9140,757.382
9141,757.382
9142,757.382
9143,757.382
9144,757.382
9145,757.382
9146,918.566
9147,918.566
9148,918.566
9149,918.566
9150,918.566
9151,918.566
9152,918.566
9153,918.566
9154,918.566
9155,922.333
9156,922.333
9157,922.333
9158,922.333
9159,922.333
9160,922.333
9161,922.333
9162,922.333
9163,922.333
9164,922.333
9165,486.94
9166,486.94
9167,486.94
9168,486.94
9169,486.94
9170,486.94
9171,486.94
9172,486.94
9173,486.94
9174,743.03
9175,743.03
9176,743.03
9177,743.03
9178,743.03
9179,743.03
9180,743.03
9181,743.03
9182,743.03
9183,563.493
9184,563.493
9185,563.493
9186,563.493
9187,563.493
9188,563.493
9189,563.493
9190,563.493
9191,563.493
9192,881.386
9193,881.386
9194,881.386
9195,881.386
9196,881.386
9197,881.386
9198,881.386
9199,881.386
9200,881.386
9201,881.386
9202,881.386
9203,881.386
9204,881.386
9205,881.386
9206,881.386
9207,881.386
9208,881.386
9209,388.63
9210,388.63
9211,388.63
9212,388.63
9213,388.63
9214,388.63
9215,388.63
9216,388.63
9217,388.63
9218,388.63
9219,388.63
9220,388.63
9221,388.63
9222,388.63
9223,388.63
9224,388.63
9225,388.63
9226,388.63
9227,388.63
9228,388.63
9229,388.63
9230,388.63
9231,388.63
9232,388.63
9233,388.63
9234,388.63
9235,588.715
9236,588.715
9237,588.715
9238,588.715
9239,588.715
9240,588.715
9241,588.715
9242,588.715
9243,588.715
9244,944.241
9245,944.241
9246,944.241
9247,944.241
9248,944.241
9249,944.241
9250,944.241
9251,944.241
9252,944.241
9253,944.241
9254,1175.38
9255,1175.38
9256,1175.38
9257,1175.38
9258,1175.38
9259,1175.38
9260,1175.38
9261,1175.38
9262,1175.38
9263,1175.38
9264,317.022
9265,317.022
9266,317.022
9267,317.022
9268,317.022
9269,317.022
9270,317.022
9271,317.022
9272,317.022
9273,1175.22
9274,1175.22
9275,1175.22
9276,1175.22
9277,1175.22
9278,1175.22
9279,1175.22
9280,1175.22
9281,1175.22
9282,1175.22
9283,698.485
9284,698.485
9285,698.485
9286,698.485
9287,698.485
9288,698.485
9289,698.485
9290,698.485
9291,698.485
9292,762.019
9293,762.019
9294,762.019
9295,762.019
9296,762.019
9297,762.019
9298,762.019
9299,762.019
9300,762.019
9301,1754.19
9302,1754.19
9303,1754.19
9304,1754.19
9305,1754.19
9306,1754.19
9307,1754.19
9308,1754.19
9309,1754.19
9310,825.176
9311,825.176
9312,825.176
9313,825.176
9314,825.176
9315,825.176
9316,825.176
9317,825.176
9318,825.176
9319,505.531
9320,505.531
9321,505.531
9322,505.531
9323,505.531
9324,505.531
9325,505.531
9326,505.531
9327,505.531
9328,505.531
9329,510.523
9330,510.523
9331,510.523
9332,510.523
9333,510.523
9334,510.523
9335,510.523
9336,510.523
9337,510.523
9338,510.523
9339,510.523
9340,510.523
9341,510.523
9342,510.523
9343,510.523
9344,510.523
9345,510.523
9346,510.523
9347,510.523
9348,510.523
9349,510.523
9350,510.523
9351,1176.53
9352,1176.53
9353,1176.53
9354,1176.53
9355,1176.53
9356,1176.53
9357,1176.53
9358,1176.53
9359,1176.53
9360,1826.53
9361,1826.53
9362,1826.53
9363,1826.53
9364,1826.53
9365,1826.53
9366,1826.53
9367,1826.53
9368,1826.53
9369,1826.53
9370,1316.57
9371,1316.57
9372,1316.57
9373,1316.57
9374,1316.57
9375,1316.57
9376,1316.57
9377,1316.57
9378,1316.57
9379,1316.57
9380,807.812
9381,807.812
9382,807.812
9383,807.812
9384,807.812
9385,807.812
9386,807.812
9387,807.812
9388,729.227
9389,729.227
9390,729.227
9391,729.227
9392,729.227
9393,729.227
9394,729.227
9395,729.227
9396,729.227
9397,661.022
9398,661.022
9399,661.022
9400,661.022
9401,661.022
9402,661.022
9403,661.022
9404,661.022
9405,661.022
9406,1258.36
9407,1258.36
9408,1258.36
9409,1258.36
9410,1258.36
9411,1258.36
9412,1258.36
9413,1258.36
9414,1258.36
9415,1347.71
9416,1347.71
9417,1347.71
9418,1347.71
9419,1347.71
9420,1347.71
9421,1347.71
9422,1347.71
9423,1347.71
9424,840.503
9425,840.503
9426,840.503
9427,840.503
9428,840.503
9429,840.503
9430,840.503
9431,840.503
9432,840.503
9433,840.503
9434,880.895
9435,880.895
9436,880.895
9437,880.895
9438,880.895
9439,880.895
9440,880.895
9441,880.895
9442,880.895
9443,880.895
9444,1027.45
9445,1027.45
9446,1027.45
9447,1027.45
9448,1027.45
9449,1027.45
9450,1027.45
9451,1027.45
9452,1027.45
9453,1027.45
9454,1027.45
9455,1027.45
9456,1027.45
9457,1027.45
9458,1027.45
9459,1027.45
9460,1027.45
9461,1027.45
9462,1027.45
9463,1027.45
9464,1027.45
9465,1027.45
9466,1027.45
9467,1027.45
9468,1027.45
9469,1027.45
9470,1027.45
9471,1027.45
9472,1027.45
9473,1027.45
9474,1027.45
9475,1027.45
9476,1027.45
9477,1027.45
9478,1027.45
9479,1027.45
9480,1027.45
9481,1027.45
9482,1027.45
9483,1027.45
9484,1027.45
9485,1027.45
9486,1027.45
9487,1027.45
9488,1027.45
9489,1027.45
9490,1027.45
9491,1027.45
9492,1027.45
9493,1027.45
9494,1027.45
9495,1027.45
9496,1027.45
9497,1027.45
9498,1027.45
9499,961.907
9500,961.907
9501,961.907
9502,961.907
9503,961.907
9504,961.907
9505,961.907
9506,961.907
9507,961.907
9508,913.65
9509,913.65
9510,913.65
9511,913.65
9512,913.65
9513,913.65
9514,913.65
9515,913.65
9516,913.65
9517,415.218
9518,415.218
9519,415.218
9520,415.218
9521,415.218
9522,415.218
9523,415.218
9524,415.218
9525,415.218
9526,459.957
9527,459.957
9528,459.957
9529,459.957
9530,459.957
9531,459.957
9532,459.957
9533,459.957
9534,459.957
9535,459.957
9536,559.598
9537,559.598
9538,559.598
9539,559.598
9540,559.598
9541,559.598
9542,559.598
9543,559.598
9544,559.598
9545,559.598
9546,1347.52
9547,1347.52
9548,1347.52
9549,1347.52
9550,1347.52
9551,1347.52
9552,1347.52
9553,1347.52
9554,1347.52
9555,1125.72
9556,1125.72
9557,1125.72
9558,1125.72
9559,1125.72
9560,1125.72
9561,1125.72
9562,1125.72
9563,1125.72
9564,1125.72
9565,623.706
9566,623.706
9567,623.706
9568,623.706
9569,623.706
9570,623.706
9571,623.706
9572,623.706
9573,623.706
9574,515.453
9575,515.453
9576,515.453
9577,515.453
9578,515.453
9579,515.453
9580,515.453
9581,515.453
9582,515.453
9583,265.482
9584,265.482
9585,265.482
9586,265.482
9587,265.482
9588,265.482
9589,265.482
9590,265.482
9591,265.482
9592,265.482
9593,265.482
9594,1021.66
9595,1021.66
9596,1021.66
9597,1021.66
9598,1021.66
9599,1021.66
9600,1021.66
9601,1021.66
9602,1021.66
9603,1021.66
9604,1021.66
9605,1021.66
9606,1021.66
9607,1021.66
9608,1021.66
9609,1021.66
9610,1021.66
9611,1021.66
9612,1021.66
9613,1021.66
9614,1021.66
9615,1021.66
9616,1021.66
9617,1021.66
9618,1364.22
9619,1364.22
9620,1364.22
9621,1364.22
9622,1364.22
9623,1364.22
9624,1364.22
9625,1364.22
9626,1364.22
9627,1364.22
9628,987.237
9629,987.237
9630,987.237
9631,987.237
9632,987.237
9633,987.237
9634,987.237
9635,987.237
9636,987.237
9637,632.865
9638,632.865
9639,632.865
9640,632.865
9641,632.865
9642,632.865
9643,632.865
9644,632.865
9645,632.865
9646,632.865
9647,1178.7
9648,1178.7
9649,1178.7
9650,1178.7
9651,1178.7
9652,1178.7
9653,1178.7
9654,1178.7
9655,1178.7
9656,1178.7
9657,916.749
9658,916.749
9659,916.749
9660,916.749
9661,916.749
9662,916.749
9663,916.749
9664,916.749
9665,916.749
9666,540.604
9667,540.604
9668,540.604
9669,540.604
9670,540.604
9671,540.604
9672,540.604
9673,540.604
9674,540.604
9675,999.64
9676,999.64
9677,999.64
9678,999.64
9679,999.64
9680,999.64
9681,999.64
9682,999.64
9683,999.64
9684,999.64
9685,1064.31
9686,1064.31
9687,1064.31
9688,1064.31
9689,1064.31
9690,1064.31
9691,1064.31
9692,1064.31
9693,1064.31
9694,1064.31
9695,1632.13
9696,1632.13
9697,1632.13
9698,1632.13
9699,1632.13
9700,1632.13
9701,1632.13
9702,1632.13
9703,2140.6
9704,2140.6
9705,2140.6
9706,2140.6
9707,2140.6
9708,2140.6
9709,2140.6
9710,2140.6
9711,420.046
9712,420.046
9713,420.046
9714,420.046
9715,420.046
9716,420.046
9717,420.046
9718,420.046
9719,420.046
9720,420.046
9721,420.046
9722,420.046
9723,420.046
9724,420.046
9725,420.046
9726,420.046
9727,420.046
9728,420.046
9729,420.046
9730,420.046
9731,420.046
9732,420.046
9733,420.046
9734,420.046
9735,420.046
9736,420.046
9737,420.046
9738,420.046
9739,420.046
9740,420.046
9741,420.046
9742,862.186
9743,862.186
9744,862.186
9745,862.186
9746,862.186
9747,862.186
9748,862.186
9749,862.186
9750,862.186
9751,968.722
9752,968.722
9753,968.722
9754,968.722
9755,968.722
9756,968.722
9757,968.722
9758,968.722
9759,968.722
9760,968.722
9761,687.615
9762,687.615
9763,687.615
9764,687.615
9765,687.615
9766,687.615
9767,687.615
9768,687.615
9769,687.615
9770,687.615
9771,758.17
9772,758.17
9773,758.17
9774,758.17
9775,758.17
9776,758.17
9777,758.17
9778,758.17
9779,758.17
9780,758.17
9781,1075.81
9782,1075.81
9783,1075.81
9784,1075.81
9785,1075.81
9786,1075.81
9787,1075.81
9788,1075.81
9789,1075.81
9790,805.936
9791,805.936
9792,805.936
9793,805.936
9794,805.936
9795,805.936
9796,805.936
9797,805.936
9798,805.936
9799,805.936
9800,805.936
9801,805.936
9802,805.936
9803,805.936
9804,805.936
9805,805.936
9806,805.936
9807,436.505
9808,436.505
9809,436.505
9810,436.505
9811,436.505
9812,436.505
9813,436.505
9814,436.505
9815,436.505
9816,1045.92
9817,1045.92
9818,1045.92
9819,1045.92
9820,1045.92
9821,1045.92
9822,1045.92
9823,1045.92
9824,1045.92
9825,1045.92
9826,593.026
9827,593.026
9828,593.026
9829,593.026
9830,593.026
9831,593.026
9832,593.026
9833,593.026
9834,1904.54
9835,1904.54
9836,1904.54
9837,1904.54
9838,1904.54
9839,1904.54
9840,1904.54
9841,1904.54
9842,1904.54
9843,1904.54
9844,183.365
9845,183.365
9846,183.365
9847,183.365
9848,183.365
9849,183.365
9850,183.365
9851,183.365
9852,183.365
9853,183.365
9854,183.365
9855,183.365
9856,183.365
9857,183.365
9858,183.365
9859,183.365
9860,183.365
9861,183.365
9862,183.365
9863,183.365
9864,183.365
9865,183.365
9866,183.365
9867,183.365
9868,183.365
9869,183.365
9870,183.365
9871,183.365
9872,2126.85
9873,2126.85
9874,2126.85
9875,2126.85
9876,2126.85
9877,2126.85
9878,2126.85
9879,2126.85
9880,2126.85
9881,902.204
9882,902.204
9883,902.204
9884,902.204
9885,902.204
9886,902.204
9887,902.204
9888,902.204
9889,902.204
9890,902.204
9891,648.979
9892,648.979
9893,648.979
9894,648.979
9895,648.979
9896,648.979
9897,648.979
9898,648.979
9899,648.979
9900,514.524
9901,514.524
9902,514.524
9903,514.524
9904,514.524
9905,514.524
9906,514.524
9907,514.524
9908,514.524
9909,514.524
9910,622.818
9911,622.818
9912,622.818
9913,622.818
9914,622.818
9915,622.818
9916,622.818
9917,622.818
9918,622.818
9919,622.818
9920,622.818
9921,622.818
9922,622.818
9923,622.818
9924,622.818
9925,622.818
9926,622.818
9927,622.818
9928,622.818
9929,622.818
9930,622.818
9931,622.818
9932,622.818
9933,622.818
9934,622.818
9935,1617.07
9936,1617.07
9937,1617.07
9938,1617.07
9939,1617.07
9940,1617.07
9941,1617.07
9942,1617.07
9943,1617.07
9944,1617.07
9945,891.192
9946,891.192
9947,891.192
9948,891.192
9949,891.192
9950,891.192
9951,891.192
9952,891.192
9953,891.192
9954,1105.95
9955,1105.95
9956,1105.95
9957,1105.95
9958,1105.95
9959,1105.95
9960,1105.95
9961,1105.95
9962,1105.95
9963,717.555
9964,717.555
9965,717.555
9966,717.555
9967,717.555
9968,717.555
9969,717.555
9970,717.555
9971,717.555
9972,805.562
9973,805.562
9974,805.562
9975,805.562
9976,805.562
9977,805.562
9978,805.562
9979,805.562
9980,805.562
9981,237.401
9982,237.401
9983,237.401
9984,237.401
9985,237.401
9986,237.401
9987,237.401
9988,237.401
9989,237.401
9990,237.401
9991,237.401
9992,237.401
9993,237.401
9994,237.401
9995,237.401
9996,237.401
9997,237.401
9998,237.401
9999,237.401
10000,237.401
10001,237.401
10002,237.401
10003,237.401
10004,237.401
10005,237.401
10006,237.401
10007,237.401
10008,237.401
10009,237.401
10010,237.401
10011,237.401
10012,237.401
10013,237.401
10014,237.401
10015,237.401
10016,237.401
10017,237.401
10018,237.401
10019,237.401
10020,1734.43
10021,1734.43
10022,1734.43
10023,1734.43
10024,1734.43
10025,1734.43
10026,1734.43
10027,1734.43
10028,1734.43
10029,1734.43
10030,744.294
10031,744.294
10032,744.294
10033,744.294
10034,744.294
10035,744.294
10036,744.294
10037,744.294
10038,744.294
10039,744.294
10040,1054.87
10041,1054.87
10042,1054.87
10043,1054.87
10044,1054.87
10045,1054.87
10046,1054.87
10047,1054.87
10048,1054.87
10049,664.83
10050,664.83
10051,664.83
10052,664.83
10053,664.83
10054,664.83
10055,664.83
10056,664.83
10057,664.83
10058,801.993
10059,801.993
10060,801.993
10061,801.993
10062,801.993
10063,801.993
10064,801.993
10065,801.993
10066,583.641
10067,583.641
10068,583.641
10069,583.641
10070,583.641
10071,583.641
10072,583.641
10073,583.641
10074,583.641
10075,849.312
10076,849.312
10077,849.312
10078,849.312
10079,849.312
10080,849.312
10081,849.312
10082,849.312
10083,849.312
10084,849.312
10085,849.312
10086,849.312
10087,849.312
10088,849.312
10089,849.312
10090,849.312
10091,849.312
10092,1379.43
10093,1379.43
10094,1379.43
10095,1379.43
10096,1379.43
10097,1379.43
10098,1379.43
10099,1379.43
10100,1379.43
10101,1379.43
10102,1840.77
10103,1840.77
10104,1840.77
10105,1840.77
10106,1840.77
10107,1840.77
10108,1840.77
10109,1840.77
10110,1840.77
10111,1840.77
10112,1097.23
10113,1097.23
10114,1097.23
10115,1097.23
10116,1097.23
10117,1097.23
10118,1097.23
10119,1097.23
10120,1097.23
10121,1097.23
10122,352.794
10123,352.794
10124,352.794
10125,352.794
10126,352.794
10127,352.794
10128,352.794
10129,352.794
10130,352.794
10131,352.794
10132,352.794
10133,352.794
10134,352.794
10135,352.794
10136,352.794
10137,352.794
10138,352.794
10139,352.794
10140,352.794
10141,352.794
10142,352.794
10143,352.794
10144,352.794
10145,352.794
10146,352.794
10147,352.794
10148,352.794
10149,352.794
10150,352.794
10151,352.794
10152,352.794
10153,352.794
10154,352.794
10155,352.794
10156,352.794
10157,352.794
10158,1095.05
10159,1095.05
10160,1095.05
10161,1095.05
10162,1095.05
10163,1095.05
10164,1095.05
10165,1095.05
10166,1095.05
10167,1095.05
10168,831.991
10169,831.991
10170,831.991
10171,831.991
10172,831.991
10173,831.991
10174,831.991
10175,831.991
10176,831.991
10177,1206.37
10178,1206.37
10179,1206.37
10180,1206.37
10181,1206.37
10182,1206.37
10183,1206.37
10184,1206.37
10185,1206.37
10186,1206.37
10187,1114.24
10188,1114.24
10189,1114.24
10190,1114.24
10191,1114.24
10192,1114.24
10193,1114.24
10194,1114.24
10195,1114.24
10196,1114.24
10197,614.648
10198,614.648
10199,614.648
10200,614.648
10201,614.648
10202,614.648
10203,614.648
10204,614.648
10205,614.648
10206,1153.98
10207,1153.98
10208,1153.98
10209,1153.98
10210,1153.98
10211,1153.98
10212,1153.98
10213,1153.98
10214,1153.98
10215,538.481
10216,538.481
10217,538.481
10218,538.481
10219,538.481
10220,538.481
10221,538.481
10222,538.481
10223,538.481
10224,538.481
10225,557.193
10226,557.193
10227,557.193
10228,557.193
10229,557.193
10230,557.193
10231,557.193
10232,557.193
10233,557.193
10234,557.193
10235,889.426
10236,889.426
10237,889.426
10238,889.426
10239,889.426
10240,889.426
10241,889.426
10242,889.426
10243,889.426
10244,1494.22
10245,1494.22
10246,1494.22
10247,1494.22
10248,1494.22
10249,1494.22
10250,1494.22
10251,1494.22
10252,1494.22
10253,1494.22
10254,396.379
10255,396.379
10256,396.379
10257,396.379
10258,396.379
10259,396.379
10260,396.379
10261,396.379
10262,396.379
10263,396.379
10264,396.379
10265,396.379
10266,396.379
10267,396.379
10268,396.379
10269,396.379
10270,396.379
10271,396.379
10272,396.379
10273,396.379
10274,396.379
10275,396.379
10276,396.379
10277,396.379
10278,396.379
10279,396.379
10280,396.379
10281,396.379
10282,396.379
10283,396.379
10284,1486.7
10285,1486.7
10286,1486.7
10287,1486.7
10288,1486.7
10289,1486.7
10290,1486.7
10291,1486.7
10292,1486.7
10293,1486.7
10302,1103.29
10303,1103.29
10304,1103.29
10305,1103.29
10306,1103.29
10307,1103.29
10308,1103.29
