,sy_dist
19655,1733.1
19656,1733.1
19657,1733.1
19658,428.018
19659,428.018
19660,428.018
19661,428.018
19662,428.018
19663,428.018
19664,428.018
19665,428.018
19666,428.018
19667,428.018
19668,428.018
19669,428.018
19670,428.018
19671,428.018
19672,428.018
19673,428.018
19674,428.018
19675,428.018
19676,428.018
19677,428.018
19678,428.018
19679,428.018
19680,428.018
19681,428.018
19682,428.018
19683,428.018
19684,428.018
19685,428.018
19686,428.018
19687,428.018
19688,428.018
19689,428.018
19690,428.018
19691,428.018
19692,428.018
19693,428.018
19694,428.018
19695,428.018
19696,428.018
19697,428.018
19698,428.018
19699,428.018
19700,428.018
19701,428.018
19702,428.018
19703,428.018
19704,428.018
19705,428.018
19706,428.018
19707,428.018
19708,428.018
19709,428.018
19710,428.018
19711,428.018
19712,428.018
19713,428.018
19714,428.018
19715,428.018
19716,288.763
19717,288.763
19718,288.763
19719,288.763
19720,288.763
19721,288.763
19722,288.763
19723,288.763
19724,288.763
19725,288.763
19726,288.763
19727,288.763
19728,288.763
19729,288.763
19730,288.763
19731,288.763
19732,288.763
19733,288.763
19734,288.763
19735,288.763
19736,288.763
19737,288.763
19738,288.763
19739,288.763
19740,288.763
19741,288.763
19742,657.822
19743,657.822
19744,657.822
19745,657.822
19746,657.822
19747,657.822
19748,657.822
19749,657.822
19750,657.822
19751,657.822
19752,657.822
19753,657.822
19754,657.822
19755,657.822
19756,657.822
19757,657.822
19758,657.822
19759,657.822
19760,657.822
19761,657.822
19762,657.822
19763,1798.75
19764,1798.75
19765,1798.75
19766,1798.75
19767,1798.75
19768,1798.75
19769,1798.75
19770,1798.75
19771,1798.75
19772,1798.75
19773,1798.75
19774,1798.75
19775,1798.75
19776,1798.75
19777,1798.75
19778,1798.75
19779,1798.75
19780,1798.75
19781,1798.75
19782,1798.75
19783,1798.75
19784,1798.75
19785,1798.75
19786,1798.75
19787,1798.75
19788,1798.75
19789,1798.75
19790,1798.75
19791,1798.75
19792,1798.75
19793,1798.75
19794,1798.75
19795,1798.75
19796,1798.75
19797,1798.75
19798,1798.75
19799,1798.75
19800,1798.75
19801,1798.75
19802,1798.75
19803,1798.75
19804,1798.75
19805,1798.75
19806,1798.75
19807,1798.75
19808,1798.75
19809,1798.75
19810,1798.75
19811,1798.75
19812,1798.75
19813,1798.75
19814,1798.75
19815,1798.75
19816,1798.75
19817,648.109
19818,648.109
19819,648.109
19820,648.109
19821,648.109
19822,648.109
19823,648.109
19824,648.109
19825,648.109
19826,648.109
19827,648.109
19828,648.109
19829,648.109
19830,648.109
19831,648.109
19832,648.109
19833,648.109
19834,648.109
19835,648.109
19836,648.109
19837,648.109
19838,648.109
19839,1156.81
19840,1156.81
19841,1156.81
19842,1156.81
19843,1156.81
19844,1156.81
19845,1156.81
19846,1156.81
19847,1156.81
19848,1156.81
19849,1156.81
19850,1156.81
19851,1156.81
19852,1156.81
19853,1156.81
19854,1156.81
19855,1156.81
19856,1156.81
19857,1156.81
19858,1156.81
19859,1156.81
19860,1156.81
19861,1156.81
19862,1156.81
19863,1156.81
19864,1156.81
19865,1156.81
19866,1156.81
19867,1156.81
19868,1156.81
19869,1156.81
19870,1156.81
19871,1156.81
19872,1156.81
19873,1156.81
19874,1156.81
19875,1156.81
19876,1156.81
19877,1156.81
19878,1156.81
19879,1156.81
19880,1156.81
19881,1156.81
19882,1156.81
19883,746.927
19884,746.927
19885,746.927
19886,746.927
19887,746.927
19888,746.927
19889,746.927
19890,746.927
19891,746.927
19892,746.927
19893,746.927
19894,746.927
19895,746.927
19896,746.927
19897,746.927
19898,746.927
19899,746.927
19900,746.927
19901,746.927
19902,746.927
19903,746.927
19904,746.927
19905,746.927
19926,600.241
19927,600.241
19928,600.241
19929,600.241
19930,600.241
19931,600.241
19932,600.241
19933,600.241
19934,600.241
19935,600.241
19936,600.241
19937,600.241
19938,600.241
19939,600.241
19940,600.241
19941,600.241
19942,600.241
19943,600.241
19944,600.241
19945,600.241
19946,600.241
19947,600.241
19948,693.86
19949,693.86
19950,693.86
19951,693.86
19952,693.86
19953,693.86
19954,693.86
19955,693.86
19956,693.86
19957,693.86
19958,693.86
19959,693.86
19960,693.86
19961,693.86
19962,693.86
19963,693.86
19964,693.86
19965,693.86
19966,693.86
19967,693.86
19968,693.86
19969,693.86
19970,1036.49
19971,1036.49
19972,1036.49
19973,1036.49
19974,1036.49
19975,1036.49
19976,1036.49
19977,1036.49
19978,1036.49
19979,1036.49
19980,1036.49
19981,1036.49
19982,1036.49
19983,1036.49
19984,1036.49
19985,1036.49
19986,1036.49
19987,1036.49
19988,1036.49
19989,1036.49
19990,1036.49
19991,1036.49
19992,1036.49
19993,1036.49
19994,1036.49
19995,1036.49
19996,1036.49
19997,1036.49
19998,1036.49
19999,1036.49
20000,1036.49
20001,1036.49
20002,1036.49
20003,1036.49
20004,1036.49
20005,861.527
20006,861.527
20007,861.527
20008,861.527
20009,861.527
20010,861.527
20011,861.527
20012,861.527
20013,861.527
20014,861.527
20015,861.527
20016,861.527
20017,861.527
20018,861.527
20019,861.527
20020,861.527
20021,861.527
20022,861.527
20023,861.527
20024,861.527
20025,861.527
20026,861.527
20027,861.527
20028,861.527
20029,861.527
20030,861.527
20031,861.527
20032,861.527
20033,861.527
20034,861.527
20035,861.527
20036,861.527
20037,861.527
20038,861.527
20039,861.527
20040,861.527
20041,861.527
20042,861.527
20043,861.527
20044,861.527
20045,861.527
20046,861.527
20047,861.527
20048,626.078
20049,626.078
20050,626.078
20051,626.078
20052,626.078
20053,626.078
20054,626.078
20055,626.078
20056,626.078
20057,626.078
20058,626.078
20059,626.078
20060,626.078
20061,626.078
20062,626.078
20063,626.078
20064,626.078
20065,626.078
20066,626.078
20067,626.078
20068,626.078
20069,626.078
20070,663.711
20071,663.711
20072,663.711
20073,663.711
20074,663.711
20075,663.711
20076,663.711
20077,663.711
20078,663.711
20079,663.711
20080,663.711
20081,663.711
20082,663.711
20083,663.711
20084,663.711
20085,663.711
20086,663.711
20087,663.711
20088,663.711
20089,663.711
20090,663.711
20091,663.711
20092,663.711
20093,663.711
20094,663.711
20095,663.711
20096,663.711
20097,663.711
20098,663.711
20099,663.711
20100,663.711
20101,663.711
20102,738.792
20103,738.792
20104,738.792
20105,738.792
20106,738.792
20107,738.792
20108,738.792
20109,738.792
20110,738.792
20111,738.792
20112,738.792
20113,738.792
20114,738.792
20115,738.792
20116,738.792
20117,738.792
20118,738.792
20119,738.792
20120,738.792
20121,738.792
20122,738.792
20123,738.792
20124,190.401
20125,190.401
20126,190.401
20127,190.401
20128,190.401
20129,190.401
20130,190.401
20131,190.401
20132,190.401
20133,190.401
20134,190.401
20135,190.401
20136,190.401
20137,190.401
20138,190.401
20139,190.401
20140,190.401
20141,190.401
20142,190.401
20143,190.401
20144,190.401
20145,190.401
20146,190.401
20147,190.401
20148,190.401
20149,190.401
20150,190.401
20151,190.401
20152,190.401
20153,190.401
20154,190.401
20155,190.401
20156,190.401
20157,190.401
20158,190.401
20159,190.401
20160,190.401
20161,190.401
20162,190.401
20163,190.401
20164,190.401
20165,190.401
20166,190.401
20167,190.401
20168,190.401
20169,243.249
20170,243.249
20171,243.249
20172,243.249
20173,243.249
20174,243.249
20175,243.249
20176,243.249
20177,243.249
20178,243.249
20179,243.249
20180,243.249
20181,243.249
20182,243.249
20183,243.249
20184,243.249
20185,243.249
20186,243.249
20187,243.249
20188,243.249
20189,243.249
20190,243.249
20191,243.249
20192,243.249
20193,243.249
20194,243.249
20195,243.249
20196,243.249
20197,243.249
20198,243.249
20199,243.249
20200,243.249
20201,243.249
20202,243.249
20203,243.249
20204,243.249
20205,243.249
20206,243.249
20207,760.585
20208,760.585
20209,760.585
20210,760.585
20211,760.585
20212,760.585
20213,760.585
20214,760.585
20215,760.585
20216,760.585
20217,760.585
20218,760.585
20219,760.585
20220,760.585
20221,760.585
20222,760.585
20223,760.585
20224,760.585
20225,760.585
20226,760.585
20227,760.585
20228,760.585
20229,760.585
20230,760.585
20231,760.585
20232,760.585
20233,760.585
20234,760.585
20235,760.585
20236,760.585
20237,760.585
20238,760.585
20239,924.625
20240,924.625
20241,924.625
20242,924.625
20243,924.625
20244,924.625
20245,924.625
20246,924.625
20247,924.625
20248,924.625
20249,924.625
20250,924.625
20251,924.625
20252,924.625
20253,924.625
20254,924.625
20255,924.625
20256,924.625
20257,924.625
20258,924.625
20259,924.625
20260,924.625
20261,924.625
20262,924.625
20263,924.625
20264,924.625
20265,924.625
20266,924.625
20267,924.625
20268,924.625
20269,924.625
20270,924.625
20271,924.625
20272,924.625
20273,924.625
20274,924.625
20275,924.625
20276,924.625
20277,924.625
20278,924.625
20279,924.625
20280,924.625
20281,379.424
20282,379.424
20283,379.424
20284,379.424
20285,379.424
20286,379.424
20287,379.424
20288,379.424
20289,379.424
20290,379.424
20291,379.424
20292,379.424
20293,379.424
20294,379.424
20295,379.424
20296,379.424
20297,379.424
20298,379.424
20299,379.424
20300,379.424
20301,379.424
20302,379.424
20303,379.424
20304,838.595
20305,838.595
20306,838.595
20307,838.595
20308,838.595
20309,838.595
20310,838.595
20311,838.595
20312,838.595
20313,838.595
20314,838.595
20315,838.595
20316,838.595
20317,838.595
20318,838.595
20319,838.595
20320,838.595
20321,838.595
20322,838.595
20323,838.595
20324,838.595
20325,838.595
20326,838.595
20327,838.595
20328,838.595
20329,838.595
20330,838.595
20331,838.595
20332,838.595
20333,838.595
20334,838.595
20335,838.595
20336,1389.48
20337,1389.48
20338,1389.48
20339,1389.48
20340,1389.48
20341,1389.48
20342,1389.48
20343,1389.48
20344,1389.48
20345,1389.48
20346,1389.48
20347,1389.48
20348,1389.48
20349,1389.48
20350,1389.48
20351,1389.48
20352,1389.48
20353,1389.48
20354,1389.48
20355,1389.48
20356,1389.48
20357,1389.48
20358,1389.48
20359,1389.48
20360,1389.48
20361,1389.48
20362,1389.48
20363,1389.48
20364,1389.48
20365,1389.48
20366,1389.48
20367,1389.48
20368,1389.48
20369,1389.48
20370,1389.48
20371,1052.53
20372,1052.53
20373,1052.53
20374,1052.53
20375,1052.53
20376,1052.53
20377,1052.53
20378,1052.53
20379,1052.53
20380,1052.53
20381,1052.53
20382,1052.53
20383,1052.53
20384,1052.53
20385,1052.53
20386,1052.53
20387,1052.53
20388,1052.53
20389,1052.53
20390,1052.53
20391,1052.53
20392,1052.53
20393,1052.53
20394,1052.53
20395,1052.53
20396,1052.53
20397,1052.53
20398,1052.53
20399,1052.53
20400,1052.53
20401,1026.43
20402,1026.43
20403,1026.43
20404,1026.43
20405,1026.43
20406,1026.43
20407,1026.43
20408,1026.43
20409,1026.43
20410,1026.43
20411,1026.43
20412,1026.43
20413,1026.43
20414,1026.43
20415,1026.43
20416,1026.43
20417,1026.43
20418,1026.43
20419,1026.43
20420,1026.43
20421,1026.43
20422,1026.43
20423,1026.43
20424,1026.43
20425,1026.43
20426,1026.43
20427,1026.43
20428,1026.43
20429,1026.43
20430,1026.43
20431,1026.43
20432,1026.43
20433,1026.43
20434,1026.43
20435,1026.43
20436,1026.43
20437,1026.43
20438,1026.43
20439,1026.43
20440,1026.43
20441,1026.43
20442,780.256
20443,780.256
20444,780.256
20445,780.256
20446,780.256
20447,780.256
20448,780.256
20449,780.256
20450,780.256
20451,780.256
20452,780.256
20453,780.256
20454,780.256
20455,780.256
20456,780.256
20457,780.256
20458,780.256
20459,780.256
20460,780.256
20461,780.256
20462,780.256
20463,780.256
20464,780.256
20465,780.256
20466,780.256
20467,780.256
20468,780.256
20469,780.256
20470,780.256
20471,780.256
20472,575.988
20473,575.988
20474,575.988
20475,575.988
20476,575.988
20477,575.988
20478,575.988
20479,575.988
20480,575.988
20481,575.988
20482,575.988
20483,575.988
20484,575.988
20485,575.988
20486,575.988
20487,575.988
20488,575.988
20489,575.988
20490,575.988
20491,575.988
20492,575.988
20493,575.988
20494,1002.14
20495,1002.14
20496,1002.14
20497,1002.14
20498,1002.14
20499,1002.14
20500,1002.14
20501,1002.14
20502,1002.14
20503,1002.14
20504,1002.14
20505,1002.14
20506,1002.14
20507,1002.14
20508,1002.14
20509,1002.14
20510,1002.14
20511,1002.14
20512,1002.14
20513,1002.14
20514,1002.14
20515,1002.14
20516,335.307
20517,335.307
20518,335.307
20519,335.307
20520,335.307
20521,335.307
20522,335.307
20523,335.307
20524,335.307
20525,335.307
20526,335.307
20527,335.307
20528,335.307
20529,335.307
20530,335.307
20531,335.307
20532,335.307
20533,335.307
20534,335.307
20535,335.307
20536,335.307
20537,335.307
20538,335.307
20539,335.307
20540,335.307
20541,335.307
20542,335.307
20543,335.307
20544,335.307
20545,335.307
20546,335.307
20547,335.307
20548,335.307
20549,335.307
20550,335.307
20551,335.307
20552,335.307
20553,335.307
20554,335.307
20555,335.307
20556,335.307
20557,335.307
20558,335.307
20559,335.307
20560,335.307
20561,335.307
20562,335.307
20563,335.307
20564,335.307
20565,335.307
20566,335.307
20567,335.307
20568,335.307
20569,335.307
20570,335.307
20571,335.307
20572,335.307
20573,335.307
20574,335.307
20575,335.307
20576,335.307
20577,335.307
20578,627.365
20579,627.365
20580,627.365
20581,627.365
20582,627.365
20583,627.365
20584,627.365
20585,627.365
20586,627.365
20587,627.365
20588,627.365
20589,627.365
20590,627.365
20591,627.365
20592,627.365
20593,627.365
20594,627.365
20595,627.365
20596,627.365
20597,627.365
20598,627.365
20599,627.365
20600,317.499
20601,317.499
20602,317.499
20603,317.499
20604,317.499
20605,317.499
20606,317.499
20607,317.499
20608,317.499
20609,317.499
20610,317.499
20611,317.499
20612,317.499
20613,317.499
20614,317.499
20615,317.499
20616,317.499
20617,317.499
20618,317.499
20619,317.499
20620,317.499
20621,317.499
20622,613.129
20623,613.129
20624,613.129
20625,613.129
20626,613.129
20627,613.129
20628,613.129
20629,613.129
20630,613.129
20631,613.129
20632,613.129
20633,613.129
20634,613.129
20635,613.129
20636,613.129
20637,613.129
20638,613.129
20639,613.129
20640,613.129
20641,613.129
20642,613.129
20643,613.129
20644,754.747
20645,754.747
20646,754.747
20647,754.747
20648,754.747
20649,754.747
20650,754.747
20651,754.747
20652,754.747
20653,754.747
20654,754.747
20655,754.747
20656,754.747
20657,754.747
20658,754.747
20659,754.747
20660,754.747
20661,754.747
20662,754.747
20663,754.747
20664,754.747
20665,754.747
20666,942.173
20667,942.173
20668,942.173
20669,942.173
20670,942.173
20671,942.173
20672,942.173
20673,942.173
20674,942.173
20675,942.173
20676,942.173
20677,942.173
20678,942.173
20679,942.173
20680,942.173
20681,942.173
20682,942.173
20683,942.173
20684,942.173
20685,942.173
20686,942.173
20687,1280.25
20688,1280.25
20689,1280.25
20690,1280.25
20691,1280.25
20692,1280.25
20693,1280.25
20694,1280.25
20695,1280.25
20696,1280.25
20697,1280.25
20698,1280.25
20699,1280.25
20700,1280.25
20701,1280.25
20702,1280.25
20703,1280.25
20704,1280.25
20705,1280.25
20706,1280.25
20707,1280.25
20708,1280.25
20709,1280.25
20710,1280.25
20711,1280.25
20712,1280.25
20713,1280.25
20714,1280.25
20715,1280.25
20716,1280.25
20717,1280.25
20718,1280.25
20719,1280.25
20720,1280.25
20721,1280.25
20722,1280.25
20723,1280.25
20724,1280.25
20725,1280.25
20726,1280.25
20727,1280.25
20728,1280.25
20729,1370.79
20730,1370.79
20731,1370.79
20732,1370.79
20733,1370.79
20734,1370.79
20735,1370.79
20736,1370.79
20737,1370.79
20738,1370.79
20739,1370.79
20740,1370.79
20741,1370.79
20742,1370.79
20743,1370.79
20744,1370.79
20745,1370.79
20746,1370.79
20747,1370.79
20748,1370.79
20749,1370.79
20750,1370.79
20751,264.993
20752,264.993
20753,264.993
20754,264.993
20755,264.993
20756,264.993
20757,264.993
20758,264.993
20759,264.993
20760,264.993
20761,264.993
20762,264.993
20763,264.993
20764,264.993
20765,264.993
20766,264.993
20767,264.993
20768,264.993
20769,264.993
20770,264.993
20771,264.993
20772,264.993
20773,264.993
20774,264.993
20775,264.993
20776,264.993
20777,264.993
20778,264.993
20779,264.993
20780,264.993
20781,264.993
20782,264.993
20783,264.993
20784,264.993
20785,264.993
20786,264.993
20787,264.993
20788,264.993
20789,264.993
20790,264.993
20791,264.993
20792,264.993
20793,264.993
20794,264.993
20795,264.993
20796,851.87
20797,851.87
20798,851.87
20799,851.87
20800,851.87
20801,851.87
20802,851.87
20803,851.87
20804,851.87
20805,851.87
20806,851.87
20807,851.87
20808,851.87
20809,851.87
20810,851.87
20811,851.87
20812,851.87
20813,851.87
20814,851.87
20815,851.87
20816,851.87
20817,851.87
20818,2257.32
20819,2257.32
20820,2257.32
20821,2257.32
20822,2257.32
20823,2257.32
20824,2257.32
20825,2257.32
20826,2257.32
20827,2257.32
20828,2257.32
20829,2257.32
20830,2257.32
20831,2257.32
20832,2257.32
20833,2257.32
20834,2257.32
20835,2257.32
20836,2257.32
20837,2257.32
20838,2257.32
20839,1044.36
20840,1044.36
20841,1044.36
20842,1044.36
20843,1044.36
20844,1044.36
20845,1044.36
20846,1044.36
20847,1044.36
20848,1044.36
20849,1044.36
20850,1044.36
20851,1044.36
20852,1044.36
20853,1044.36
20854,1044.36
20855,1044.36
20856,1044.36
20857,1044.36
20858,1044.36
20859,1044.36
20860,1044.36
20861,1044.36
20862,1044.36
20863,1044.36
20864,1044.36
20865,1044.36
20866,1044.36
20867,1044.36
20868,1044.36
20869,948.781
20870,948.781
20871,948.781
20872,948.781
20873,948.781
20874,948.781
20875,948.781
20876,948.781
20877,948.781
20878,948.781
20879,948.781
20880,948.781
20881,948.781
20882,948.781
20883,948.781
20884,948.781
20885,948.781
20886,948.781
20887,948.781
20888,948.781
20889,948.781
20890,948.781
20891,404.542
20892,404.542
20893,404.542
20894,404.542
20895,404.542
20896,404.542
20897,404.542
20898,404.542
20899,404.542
20900,404.542
20901,404.542
20902,404.542
20903,404.542
20904,404.542
20905,404.542
20906,404.542
20907,404.542
20908,404.542
20909,404.542
20910,404.542
20911,404.542
20912,404.542
20913,404.542
20914,404.542
20915,404.542
20916,404.542
20917,404.542
20918,404.542
20919,404.542
20920,404.542
20921,404.542
20922,889.608
20923,889.608
20924,889.608
20925,889.608
20926,889.608
20927,889.608
20928,889.608
20929,889.608
20930,889.608
20931,889.608
20932,889.608
20933,889.608
20934,889.608
20935,889.608
20936,889.608
20937,889.608
20938,889.608
20939,889.608
20940,889.608
20941,889.608
20942,889.608
20943,889.608
20944,889.608
20945,889.608
20946,889.608
20947,889.608
20948,889.608
20949,889.608
20950,889.608
20951,889.608
20952,889.608
20953,889.608
20954,889.608
20955,889.608
20956,713.964
20957,713.964
20958,713.964
20959,713.964
20960,713.964
20961,713.964
20962,713.964
20963,713.964
20964,713.964
20965,713.964
20966,713.964
20967,713.964
20968,713.964
20969,713.964
20970,713.964
20971,713.964
20972,713.964
20973,713.964
20974,713.964
20975,713.964
20976,713.964
20977,1333.62
20978,1333.62
20979,1333.62
20980,1333.62
20981,1333.62
20982,1333.62
20983,1333.62
20984,1333.62
20985,1333.62
20986,1333.62
20987,1333.62
20988,1333.62
20989,1333.62
20990,1333.62
20991,1333.62
20992,1333.62
20993,1333.62
20994,1333.62
20995,1333.62
20996,2034.25
20997,2034.25
20998,2034.25
20999,2034.25
21000,2034.25
21001,2034.25
21002,2034.25
21003,2034.25
21004,2034.25
21005,2034.25
21006,2034.25
21007,2034.25
21008,2034.25
21009,2034.25
21010,2034.25
21011,2034.25
21012,2034.25
21013,2034.25
21014,2034.25
21015,2034.25
21016,2034.25
21017,2034.25
21018,2034.25
21019,2034.25
21020,2034.25
21021,2034.25
21022,2034.25
21023,2034.25
21024,2034.25
21025,2034.25
21026,2034.25
21027,2034.25
21028,1144.86
21029,1144.86
21030,1144.86
21031,1144.86
21032,1144.86
21033,1144.86
21034,1144.86
21035,1144.86
21036,1144.86
21037,1144.86
21038,1144.86
21039,1144.86
21040,1144.86
21041,1144.86
21042,1144.86
21043,1144.86
21044,1144.86
21045,1144.86
21046,1144.86
21047,1144.86
21048,1144.86
21049,1144.86
21050,1144.86
21051,1144.86
21052,1144.86
21053,1144.86
21054,1144.86
21055,1144.86
21056,1144.86
21057,1144.86
21058,1144.86
21059,1144.86
21060,1144.86
21061,1144.86
21062,976.643
21063,976.643
21064,976.643
21065,976.643
21066,976.643
21067,976.643
21068,976.643
21069,976.643
21070,976.643
21071,976.643
21072,976.643
21073,976.643
21074,976.643
21075,976.643
21076,976.643
21077,976.643
21078,976.643
21079,976.643
21080,976.643
21081,976.643
21082,976.643
21083,976.643
21084,976.643
21085,976.643
21086,443.03
21087,443.03
21088,443.03
21089,443.03
21090,443.03
21091,443.03
21092,443.03
21093,443.03
21094,443.03
21095,443.03
21096,443.03
21097,443.03
21098,443.03
21099,443.03
21100,443.03
21101,443.03
21102,443.03
21103,443.03
21104,443.03
21105,443.03
21106,443.03
21107,443.03
21108,443.03
21109,443.03
21110,1037.4
21111,1037.4
21112,1037.4
21113,1037.4
21114,1037.4
21115,1037.4
21116,1037.4
21117,1037.4
21118,1037.4
21119,1037.4
21120,1037.4
21121,1037.4
21122,1037.4
21123,1037.4
21124,1037.4
21125,1037.4
21126,1037.4
21127,1037.4
21128,1037.4
21129,1037.4
21130,1037.4
21131,1037.4
21132,1037.4
21133,1037.4
21134,1037.4
21135,1037.4
21136,1037.4
21137,1037.4
21138,1037.4
21139,1037.4
21140,1037.4
21141,1037.4
21142,438.359
21143,438.359
21144,438.359
21145,438.359
21146,438.359
21147,438.359
21148,438.359
21149,438.359
21150,438.359
21151,438.359
21152,438.359
21153,438.359
21154,438.359
21155,438.359
21156,438.359
21157,438.359
21158,438.359
21159,438.359
21160,438.359
21161,438.359
21162,438.359
21163,438.359
21164,438.359
21165,438.359
21166,438.359
21167,438.359
21168,780.361
21169,780.361
21170,780.361
21171,780.361
21172,780.361
21173,780.361
21174,780.361
21175,780.361
21176,780.361
21177,780.361
21178,780.361
21179,780.361
21180,780.361
21181,780.361
21182,780.361
21183,780.361
21184,780.361
21185,780.361
21186,780.361
21187,780.361
21188,780.361
21189,780.361
21190,1745.45
21191,1745.45
21192,1745.45
21193,1745.45
21194,1745.45
21195,1745.45
21196,1745.45
21197,1745.45
21198,1745.45
21199,1745.45
21200,1745.45
21201,1745.45
21202,1745.45
21203,1745.45
21204,1745.45
21205,1745.45
21206,1745.45
21207,1745.45
21208,1745.45
21209,1745.45
21210,1745.45
21211,1745.45
21212,1745.45
21213,1745.45
21214,1745.45
21215,1745.45
21216,1745.45
21217,1745.45
21218,1745.45
21219,1745.45
21220,1337.61
21221,1337.61
21222,1337.61
21223,1337.61
21224,1337.61
21225,1337.61
21226,1337.61
21227,1337.61
21228,1337.61
21229,1337.61
21230,1337.61
21231,1337.61
21232,1337.61
21233,1337.61
21234,1337.61
21235,1337.61
21236,1337.61
21237,1337.61
21238,1337.61
21239,1337.61
21240,1337.61
21241,1337.61
21242,1337.61
21243,1337.61
21244,1337.61
21245,1337.61
21246,1337.61
21247,1337.61
21248,1337.61
21249,1337.61
21250,1337.61
21251,1337.61
21252,1337.61
21253,1337.61
21254,1337.61
21255,1337.61
21256,1337.61
21257,1337.61
21258,1337.61
21259,1337.61
21260,1337.61
21261,1337.61
21262,468.094
21263,468.094
21264,468.094
21265,468.094
21266,468.094
21267,468.094
21268,468.094
21269,468.094
21270,468.094
21271,468.094
21272,468.094
21273,468.094
21274,468.094
21275,468.094
21276,468.094
21277,468.094
21278,468.094
21279,468.094
21280,468.094
21281,468.094
21282,468.094
21283,468.094
21284,468.094
21285,468.094
21286,468.094
21287,1031.95
21288,1031.95
21289,1031.95
21290,1031.95
21291,1031.95
21292,1031.95
21293,1031.95
21294,1031.95
21295,1031.95
21296,1031.95
21297,1031.95
21298,1031.95
21299,1031.95
21300,1031.95
21301,1031.95
21302,1031.95
21303,1031.95
21304,1031.95
21305,1031.95
21306,1031.95
21307,1031.95
21308,1031.95
21309,824.31
21310,824.31
21311,824.31
21312,824.31
21313,824.31
21314,824.31
21315,824.31
21316,824.31
21317,824.31
21318,824.31
21319,824.31
21320,824.31
21321,824.31
21322,824.31
21323,824.31
21324,824.31
21325,824.31
21326,824.31
21327,824.31
21328,824.31
21329,1226.85
21330,1226.85
21331,1226.85
21332,1226.85
21333,1226.85
21334,1226.85
21335,1226.85
21336,1226.85
21337,1226.85
21338,1226.85
21339,1226.85
21340,1226.85
21341,1226.85
21342,1226.85
21343,1226.85
21344,1226.85
21345,1226.85
21346,1226.85
21347,1226.85
21348,1226.85
21349,1226.85
21350,1226.85
21351,1226.85
21352,1226.85
21353,1226.85
21354,1226.85
21355,1226.85
21356,1226.85
21357,1226.85
21358,1226.85
21359,1226.85
21360,1226.85
21361,1226.85
21362,1226.85
21363,1226.85
21364,1226.85
21365,1226.85
21366,1226.85
21367,1226.85
21368,1226.85
21369,1226.85
21370,835.86
21371,835.86
21372,835.86
21373,835.86
21374,835.86
21375,835.86
21376,835.86
21377,835.86
21378,835.86
21379,835.86
21380,835.86
21381,835.86
21382,835.86
21383,835.86
21384,835.86
21385,835.86
21386,835.86
21387,835.86
21388,835.86
21389,835.86
21390,835.86
21391,1194.15
21392,1194.15
21393,1194.15
21394,1194.15
21395,1194.15
21396,1194.15
21397,1194.15
21398,1194.15
21399,1194.15
21400,1194.15
21401,1194.15
21402,1194.15
21403,1194.15
21404,1194.15
21405,1194.15
21406,1194.15
21407,1194.15
21408,1194.15
21409,1194.15
21410,1194.15
21411,1194.15
21412,1194.15
21413,1194.15
21414,1194.15
21415,1194.15
21416,1194.15
21417,1194.15
21418,1194.15
21419,1194.15
21420,1194.15
21421,1194.15
21422,704.438
21423,704.438
21424,704.438
21425,704.438
21426,704.438
21427,704.438
21428,704.438
21429,704.438
21430,704.438
21431,704.438
21432,704.438
21433,704.438
21434,704.438
21435,704.438
21436,704.438
21437,704.438
21438,704.438
21439,704.438
21440,704.438
21441,704.438
21442,704.438
21443,704.438
21444,704.438
21445,704.438
21446,704.438
21447,704.438
21448,704.438
21449,704.438
21450,832.532
21451,832.532
21452,832.532
21453,832.532
21454,832.532
21455,832.532
21456,832.532
21457,832.532
21458,832.532
21459,832.532
21460,832.532
21461,832.532
21462,832.532
21463,832.532
21464,832.532
21465,832.532
21466,832.532
21467,832.532
21468,832.532
21469,832.532
21470,832.532
21471,832.532
21472,832.532
21473,832.532
21474,694.627
21475,694.627
21476,694.627
21477,694.627
21478,694.627
21479,694.627
21480,694.627
21481,694.627
21482,694.627
21483,694.627
21484,694.627
21485,694.627
21486,694.627
21487,694.627
21488,694.627
21489,694.627
21490,694.627
21491,694.627
21492,694.627
21493,694.627
21494,694.627
21495,694.627
21496,694.627
21497,694.627
21498,694.627
21499,694.627
21500,694.627
21501,694.627
21502,694.627
21503,1786.48
21504,1786.48
21505,1786.48
21506,1786.48
21507,1786.48
21508,1786.48
21509,1786.48
21510,1786.48
21511,1786.48
21512,1786.48
21513,1786.48
21514,1786.48
21515,1786.48
21516,1786.48
21517,1786.48
21518,1786.48
21519,1786.48
21520,1786.48
21521,1786.48
21522,1786.48
21523,1056.48
21524,1056.48
21525,1056.48
21526,1056.48
21527,1056.48
21528,1056.48
21529,1056.48
21530,1056.48
21531,1056.48
21532,1056.48
21533,1056.48
21534,1056.48
21535,1056.48
21536,1056.48
21537,1056.48
21538,1056.48
21539,1056.48
21540,1056.48
21541,1056.48
21542,1056.48
21543,1056.48
21544,1056.48
21545,1056.48
21546,1056.48
21547,1056.48
21548,1056.48
21549,1056.48
21550,1056.48
21551,1056.48
21552,1056.48
21553,1056.48
21554,1056.48
21555,1056.48
21556,1056.48
21557,1056.48
21558,1056.48
21559,1056.48
21560,1056.48
21561,1056.48
21562,1056.48
21563,1056.48
21564,1056.48
21565,1056.48
21566,1056.48
21567,1056.48
21568,1056.48
