,pl_orbper
4202,6.569188
4203,6.5693
4204,0.2803244
4205,0.28
4206,0.2803246
4207,0.2803244
4208,0.2803226
4209,7.7485
4210,7.7485
4211,2.6698
4212,2.645
4213,2.644646
4214,2.644259
4215,2.64484
4216,2.644661
4217,2.643528
4218,2.644845
4219,2.6446
4220,3.9663
4221,4.00498
4222,0.961918
4223,0.961916
4224,0.961917
4225,4.38395
4226,4.38393
4227,6.92251
4228,6.9226
4229,9.7579
4230,9.75833
4231,11.332
4232,11.8104
4233,11.81004
4234,11.8097
4235,11.808398
4236,10.59357
4237,10.59366
4238,3.83553
4239,3.835376
4240,3.835476
4241,3.835592
4242,32.6479
4243,32.6527
4244,7.51574
4245,7.51554
4246,3.67626
4247,3.67635
4248,7.95478
4249,7.95486
4250,6.342
4251,6.34365
4252,13.853487
4253,13.85402
4254,13.85
4255,13.85151581
4256,40.6835
4257,40.718
4258,0.81314
4259,0.813143
4260,0.813149
4261,0.365261
4262,0.365257
4263,10.062106
4264,10.06049
4265,5.90279
4266,12.421078
4267,12.42205
4268,7.6188
4269,7.61856
4270,7.6196574
4271,7.62117
4272,7.62067
4273,19.077
4274,19.07454
4275,19.0702
4276,19.07863
4277,19.07536
4278,3.705871
4279,9.283188
4280,9.457747
4281,9.45889
4282,6.673117
4283,17.355066
4284,17.355681
4285,17.3678
4286,2.354992
4287,4.382745
4288,14.101361
4289,14.06660141
4290,8.527219
4291,8.52695
4292,9.97748
4293,9.97857
4294,9.97833193
4295,9.975403
4296,9.9785275
4297,9.977481
4298,15.853989
4299,15.8523
4300,15.8523
4301,15.85412
4302,6.380803
4303,6.37961
4304,6.38092
4305,17.9654
4306,17.96832
4307,17.96753
4308,17.968216
4309,17.969079
4310,17.969029
4311,7.5767206
4312,7.576544
4313,7.5734
4314,12.3988
4315,12.400731
4316,12.400047
4317,5.628466
4318,5.6315915
4319,5.6228
4320,14.316941
4321,14.3181
4322,14.317001
4323,29.626402
4324,29.6245
4325,29.626
4326,29.62682
4327,5.86639571
4328,5.868699
4329,19.5624363
4330,19.562743
4331,19.564
4332,19.5661401
4333,19.562307
4334,19.56236
4335,19.56325
4336,9.525988
4337,5.32944
4338,5.329439
4339,14.155185
4340,8.74809
4341,8.747818
4342,8.75470798
4343,5.17110937
4344,5.17222
4345,5.172191
4346,32.92801934
4347,32.939623
4348,32.94171
4349,32.93815571
4350,32.93963
4351,32.94488
4352,32.939614
4353,32.9418
4354,32.947328
4355,32.940045
4356,8.962
4357,8.867259
4358,8.865932
4359,8.86528861
4360,8.867209
4361,8.86638
4362,8.8665
4363,8.8656511
4364,8.866
4365,6.893
4366,6.89442
4367,6.894256
4368,6.894287
4369,6.894252
4370,6.89424037
4371,4.736893
4372,4.7369729
4373,4.736837
4374,4.736834
4375,4.7369669
4376,4.736884
4377,4.73730765
4378,4.7369683
4379,4.737
4380,0.469269
4381,0.469285
4382,0.469287
4383,10.7930529
4384,10.792635
4385,10.792613
4386,10.792
4387,10.79274
4388,10.787992
4389,10.793471
4390,22.634594
4391,22.631964
4392,22.6302
4393,22.620344
4394,22.629496
4395,16.995848
4396,16.996
4397,16.994
4398,16.995731
4399,16.9780102
4400,16.99291698
4401,16.993435
4402,10.6161
4403,10.616646
4404,10.616384
4405,52.714072
4406,52.7099
4407,52.713494
4408,41.4661
4409,41.474219
4410,0.773987
4411,0.773981
4412,0.77392
4413,0.77401
4414,2.871788
4415,2.872042
4416,2.87162
4417,2.871512
4418,2.871348
4419,7.15
4420,7.15451552
4421,7.149079
4422,7.14921
4423,7.149584
4424,7.14998
4425,7.149336
4426,13.60496
4427,13.606629
4428,13.608511
4429,13.608341
4430,13.609878
4431,1.742169
4432,1.742983
4433,7.809
4434,7.8092052
4435,7.807595
4436,7.80905
4437,7.810253
4438,7.809757
4439,7.81110453
4440,2.58819
4441,5.1763
4442,2.588309
4443,6.679195
4444,6.679
4445,6.67934
4446,6.679224
4447,6.67913
4448,6.67773603
4449,7.91951
4450,7.920994
4451,7.91952314
4452,7.9194
4453,7.9222
4454,7.91778553
4455,7.921101
4456,7.920978
4457,7.919493
4458,7.919454
4459,7.91952
4460,7.91943
4461,7.9194979
4462,7.919454
4463,7.9194
4464,12.0028
4465,23.81486
4466,11.90724
4467,11.90701
4468,11.90727
4469,11.90715
4470,11.90715
4471,11.9066
4472,11.8993
4473,11.90691
4474,11.907625
4475,11.90767
4476,2.50856
4477,2.5084894
4478,2.5081
4479,2.50856
4480,2.50858
4481,2.508283
4482,10.098858
4483,10.099
4484,10.1016
4485,21.574023
4486,2.85794855
4487,2.858646
4488,2.85847
4489,2.858
4490,4.163
4491,4.162817
4492,4.163221
4493,4.16328
4494,14.786889
4495,14.786747
4496,14.78708
4497,14.786
4498,14.787207
4499,39.699
4500,39.721386
4501,39.7268
4502,15.85388
4503,15.854
4504,15.852989
4505,15.853543
4506,15.852975
4507,28.4707
4508,28.482786
4509,48.324222
4510,8.358
4511,8.357881
4512,8.35470947
4513,8.357441
4514,8.357954
4515,17.043
4516,17.042849
4517,17.0428683
4518,17.04354
4519,17.043179
4520,3.359
4521,3.3596055
4522,7.44976
4523,7.45
4524,7.4500177
4525,7.4500372
4526,3.225349
4527,3.225369
4528,3.225
4529,3.2253993
4530,3.225423
4531,3.225338
4532,7.3744828
4533,7.374694
4534,7.374689
4535,7.374
4536,7.374497
4537,7.37426
4538,7.3744897
4539,2.85009
4540,2.849883
4541,2.85
4542,1.059806
4543,1.05979
4544,22.7768
4545,22.779878
4546,4700.0
4547,4700.0
4548,3.405164
4549,3.405087
4550,9.6897
4551,9.695101
4552,7.055784
4553,7.05647
4554,26.672263
4555,26.682
4556,18.294549
4557,12.48749
4558,12.4904
4559,4.19121
4560,4.190948
4561,2.080615
4562,9.3251498
4563,9.32414
4564,9.325038
4565,9.32389
4566,9.32448
4567,15.504102
4568,15.50192
4569,15.50195
4570,15.4941223
4571,15.5012
4572,15.50116
4573,0.57023
4574,0.570233
4575,0.669532
4576,0.669558
4577,0.669573
4578,9.7957298
4579,9.7954
4580,9.79551
4581,9.795546
4582,9.795647
4583,9.79546
4584,8.13087
4585,8.596724
4586,8.59627
4587,8.596802
4588,8.596531
4589,8.26947
4590,8.269648
4591,2.1747824
4592,2.174782
4593,2.174789
4594,2.174769
4595,2.174829
4596,2.1748
4597,14.0721
4598,14.074524
4599,8.679885
4600,8.68055
4601,3.901287
4602,3.9009
4603,6.6674
4604,6.66767
4605,11.137278
4606,11.13878
4607,0.381078
4608,0.381078
4609,1.143201
4610,0.38107852
4611,0.381073
4612,0.3810654
4613,0.381087
4614,13.683038
4615,13.68275
4616,13.682511
4617,13.683256
4618,2.399094
4619,2.398982
4620,15.39488588
4621,15.387063
4622,15.388825
4623,15.38857
4624,15.386796
4625,0.50557
4626,0.50565
4627,0.50557
4628,4.562546
4629,4.564169
4630,4.56327
4631,4.478591
4632,4.47904
4633,10.09489
4634,10.09607
4635,15.87209
4636,15.871455
4637,3.271106
4638,3.27108
4639,13.621832
4640,2.69828
4641,2.698368
4642,0.58424
4643,0.584
4644,0.584249
4645,0.584216
4646,0.58426
4647,8.32834
4648,8.32801
4649,8.32727
4650,2.860636
4651,2.86041
4652,13.841901
4653,13.84457
4654,11.168459
4655,11.1684037
4656,11.16844233
4657,11.168454
4658,2.46746
4659,2.4675
4660,7.06142
4661,7.06005
4662,24.3645
4663,24.3662
4664,24.36543
4665,2.18053435
4666,2.180533
4667,2.1805577
4668,2.18056
4669,2.18052771
4670,2.1805577
4671,2.1805338
4672,2.18053539
4673,3.2047072
4674,3.20466
4675,3.2046909
4676,5.24
4677,7.775
4678,10.115
4679,20.88508
4680,20.88977
4681,20.8851
4682,20.8851
4683,20.885075
4684,20.88526
4685,20.88506
4686,20.885016
4687,42.3633
4688,42.3391
4689,42.363982
4690,42.3633
4692,42.36301
4693,42.363493
4694,42.36342
4695,6.034
4696,20.523
4697,26.8199
4698,6.51389
4699,11.54182
4700,24.94598
4701,21.06884
4702,21.070201
4703,11.89307
4704,5.76918
4705,2.25021
4706,6.49424
4707,7.17256
4708,12.409
4709,3.48456248
4710,3.48475283
4711,3.484552
4712,3.48456408
4713,3.4845627
4714,3.4843
4715,4.01457
4716,9.30075
4717,13.81513
4718,4.00357733
4719,4.00167
4720,4.09639
4721,12.11839
4722,1.96417
4723,1.60588
4724,19.0921
4725,15.482399
4726,15.48043
4728,14.568101
4729,14.5665
4730,14.56594
4731,14.567025
4732,14.5662
4733,2.6266983
4734,2.6266657
4735,2.6266658
4736,2.6266974
4737,2.62669768
4738,11.63345
4739,11.633482
4740,11.633478
4741,11.6332127
4742,11.633478
4743,11.6334758
4744,11.63344
4745,50.819331
4746,50.8213
4747,50.818947
4748,50.818947
4749,5.83977
4750,5.840002
4751,19.660302
4752,19.66365
4753,2.369193
4754,2.369172
4755,2.36840828
4756,2.369008
4757,2.369019
4758,2.3690438
4759,0.658524
4760,7.814
4761,14.697
4762,14.6982
4763,14.69891247
4764,19.48482567
4765,19.482
4766,2.151894
4767,2.151676
4768,2.15228
4769,9.326841
4770,9.325429
4771,9.32705
4772,9.327527
4773,9.325
4774,9.33155684
4775,9.3261
4776,4.52905
4777,4.528598
4778,6.13174
4779,6.131243
4780,26.27057
4781,26.2678
4782,4.144937
4783,4.144965
4784,4.145398
4785,4.144
4786,6.771315
4787,6.7714021
4788,6.771375
4789,6.77093147
4790,6.771315
4791,6.77145
4792,6.771389
4793,6.7713411
4794,6.77131
4795,1.543041
4796,1.543452
4797,1.543069
4798,4.39883617
4799,4.4
4800,4.399739
4801,4.399871
4802,4.400037
4803,4.400028
4804,8.56394776
4805,8.5623265
4806,8.562
4807,8.562421
4808,8.562405
4809,8.56222
4810,14.454034
4811,14.453513
4812,14.453533
4813,14.4536756
4814,14.452
4815,14.45182127
4816,14.45107
4817,11.7195663
4818,11.722228
4819,11.722103
4820,11.716603
4821,11.72
4822,11.716332
4823,11.71571445
4824,11.71885
4825,14.1330314
4826,14.133427
4827,14.129714
4828,14.130142
4829,14.13168
4830,14.130184
4831,14.129
4832,14.11544241
4833,3.2809598
4834,3.280858
4835,3.2809626
4836,3.281
4837,3.28046294
4838,3.280961
4839,3.280926
4840,3.280948
4841,8.438635
4842,8.438756
4843,8.4388359
4844,8.4388385
4845,8.438
4846,8.43903
4847,18.717631
4848,18.7132
4849,18.711
4850,18.718269
4851,6.326763
4852,6.326674
4853,6.327
4854,6.3297696
4855,6.32669
4856,6.326796
4857,6.32668004
4858,3.333
4859,3.334966
4860,3.335115
4861,3.33253
4862,7.122605
4863,7.122297
4864,7.12471
4865,7.125
4866,2.260404
4867,2.2604455
4868,2.260438
4869,2.260435
4870,2.260455
4871,2.26026549
4872,2.2604439
4873,19.895268
4874,19.894641
4875,19.895202
4876,19.89526
4877,19.89531
4878,8.687708
4879,8.687721
4880,8.687812
4881,4.169783
4882,4.169836
4883,4.169746
4884,4.17032
4885,1.921036
4886,1.921111
4887,1.921076
4888,4.7948599
4889,4.7948642
4890,4.795069
4891,3.4715644
4892,3.471745
4893,7.1385672
4894,7.138048
4895,10.45582
4896,14.76289
4897,27.359
4898,14.893291
4899,31.3888
4900,31.393463
4901,13.156974
4902,13.156969
4903,13.15727
4904,13.15628
4905,3.258768
4906,3.2591993
4907,3.2588321
4908,3.25881103
4909,3.2588315
4910,3.25883406
4911,3.2589263
4912,3.258813
4913,3.258824
4914,9.21165
4916,48.36685
4918,2.2251639
4919,2.225177
4920,2.225
4921,16.9841
4922,13.1225
4923,2.50387
4924,4.02488968
4925,4.024881
4926,4.024867
4927,4.0248883
4928,4.0248735
4929,10.054544
4930,10.054374
4931,10.0546535
4932,10.05443
4933,10.05429
4934,10.05176778
4935,10.054626
4936,10.05448
4937,10.05467
4938,10.05403
4939,10.054626
4940,10.05449
4941,10.05394387
4942,10.05454
4943,10.05403
4944,24.64638
4945,24.646729
4946,24.646582
4947,24.64671
4948,24.6454
4949,24.6454
4950,24.64638
4951,24.645013
4952,24.64745
4953,24.64354
4954,24.646582
4955,24.6435
4956,24.6491
4957,44.55646
4958,44.55612
4959,44.5574
4960,44.5631
4961,44.5705
4962,44.55983
4963,44.55603
4964,44.55764
4965,44.56115
4966,44.5609
4967,44.556456
4968,44.5631
4969,44.55765
4970,4.09803132
4971,4.0984791
4972,4.09847804
4973,4.098503
4974,4.098492
4975,4.09849
4976,4.098506
4977,4.098507
4978,4.0984866
4979,4.0984897
4980,3.38628
4981,3.38641715
4982,1.25785
4983,1.2578493
4984,1.25784887
4985,1.25785
4986,1.2578332
4987,1.2578542
4988,921.2
4989,3.1443189
4990,1.133
4991,5.26
4992,6.22
4993,7.01
4994,26.68
4995,8.991828
4996,8.99002105
4997,8.992
4998,8.99218
4999,8.9919156
5000,8.992018
5001,8.99213
5002,8.99218
5003,8.991942
5004,8.99213
5005,20.660987
5006,20.6602
5007,20.66186
5008,20.65614
5009,20.661623
5010,20.66093
5011,20.6602
5012,20.65614
5013,20.66178
5014,31.7154
5015,31.7142
5016,31.715868
5017,31.71922
5018,31.7236
5019,31.7154
5020,31.71922
5021,31.715061
5022,31.71701
5023,4.34934
5024,4.3491
5025,4.34882
5026,1.995
5027,2.298
5028,2.29801434
5029,8.205
5030,24.93
5031,3.262
5032,6.93
5033,1.256
5034,12.4551225
5035,5.42526
5036,5.4224
5037,5.424865
5038,5.42513
5039,5.4252061
5040,13.7748361
5041,13.773
5042,13.773826
5043,13.772626
5044,13.774798
5045,13.773
5046,9.398977
5047,22.996591
5048,22.99592
5049,17.7037
5050,17.70632
5051,17.703
5052,14.759595
5053,14.759859
5054,14.759287
5055,14.75650149
5056,5.1138428
5057,5.113981
5058,5.1138588
5059,5.113823
5060,12.283211
5061,12.281
5062,12.282343
5063,12.2812
5064,21.1976
5065,21.194733
5066,21.191788
5067,21.199
5068,16.27284
5069,16.273563
5070,16.2713
5071,16.271
5072,3.85064
5073,3.850614
5074,3.85
5075,19.508
5076,19.507428
5077,2.995607
5078,2.99529334
5079,2.99563536
5080,2.9956348
5081,2.995633
5082,2.995653
5083,2.9956366
5084,2.995629
5085,2.99561
5086,2.995633
5087,2.996
5088,2.995654
5089,2.995646
5090,2.9956372
5091,29.740451
5092,29.729
5093,29.7361
5094,36.556251
5095,36.552551
5096,36.5563
5097,11.561514
5098,11.561052
5099,2.787174
5100,2.78711
5101,7.676972
5102,7.67689
5103,7.676984
5104,3.3557219
5105,3.35585
5106,3.355854
5107,10.366
5108,10.367437
5109,10.36627
5110,26.197022
5111,26.201446
5112,26.198
5113,26.20069078
5114,26.1956
5115,7.187257
5116,7.18662
5117,7.187
5118,4.688625
5119,4.688418
5120,4.6886342
5121,12.550896
5122,12.550171
5123,9.032178
5124,9.0333
5125,9.029
5126,2.3996463
5127,2.399964
5128,2.39901
5129,2.39991
5130,2.39984
5131,5.6089465
5132,5.6084
5133,5.60871
5134,5.608352
5135,5.60912
5136,5.60906
5137,5.60967748
5138,4.163873
5139,19.991
5140,19.991944
5141,19.9901
5142,7.806
5143,7.806164
5144,7.80692
5145,7.80651068
5146,3.665912
5147,8.234885
5148,8.236486
5149,14.869943
5150,14.871387
5151,15.466805
5152,15.4658691
5153,3.794
5154,3.793306
5155,5.7385647
5156,21.0267366
5157,16.3488637
5158,11.2510285
5159,1.422647
5160,1.42266
5161,1.422602
5162,1.4226108
5163,1.422619
5164,1.422614
5165,1.422614
5166,5.3410507
5167,5.340888
5168,5.34059
5169,5.340883
5170,5.34072
5171,5.34107237
5172,5.3408934
5173,5.340888
5174,23.44701
5175,23.448172
5176,23.446873
5177,23.4302
5178,23.446501
5179,15.93709
5180,15.937039
5181,15.937378
5182,20.645099
5183,20.643928
5184,20.646
5185,5.02629
5186,5.025598
5187,5.025831
5188,9.65869
5189,9.660186
5190,20.201085
5191,20.2009
5192,5.7619248
5193,5.76218
5194,5.761612
5195,5.761359
5196,4.44118
5197,4.4436
5198,4.44117
5199,4.4436649
5200,4.443774
5201,6.42904
5202,6.42973
5203,6.43032491
5204,6.429582
5205,6.4295023
5206,6.42959
5207,14.090907
5208,14.0919
5209,14.090996
5210,14.09189
5211,14.09292
5212,2.14084
5213,2.1408063
5214,2.14084
5215,3.114878
5216,3.114905
5217,3.115
5218,3.1148917
5219,3.11491262
5220,3.1149085
5221,9.84413
5222,9.844077
5223,9.844
5224,9.844017
5225,11.0213
5226,11.02066
5227,4.521953
5228,4.521953
5229,16.43445
5230,16.43445
5231,14.460563
5232,14.453895
5233,14.443
5234,14.4584
5235,5.776475
5236,5.776475
5237,12.83724862
5238,12.83306
5239,12.832235
5240,2.06
5241,2.060368
5242,2.060438
5243,8.7783
5244,8.777247
5245,4.01628
5246,4.01663
5247,4.01593
5248,4.01593
5249,4.01593
5250,4.01593
5251,10.56103
5252,10.56103
5253,10.56103
5254,10.56131
5255,10.56098
5256,9.40172
5257,9.401312
5258,7.9389334
5259,7.9388
5260,7.939256
5261,16.035054
5262,16.0382
5263,16.034656
5264,16.038474
5265,16.0343
5266,26.804998
5267,26.803023
5268,26.8054
5269,21.697619
5270,21.7
5271,21.700156
5272,1.865979
5273,1.866025
5274,1.865962
5275,2.231527
5276,4.19525
5277,4.194766
5278,6.6791
5279,6.679582
5280,9.71601
5281,9.715043
5282,13.62749
5283,13.6274
5284,13.62757
5285,2.38098
5286,2.380867
5287,7.47372
5288,7.473223
5289,7.47331
5290,28.735327
5291,28.7342
5292,28.735998
5293,6.339069
5294,6.339069
5295,6.3392677
5296,8.583566
5297,8.584043
5298,20.851337
5299,20.851337
5300,4.60543
5301,4.60497
5302,4.60497
5303,4.6049829
5304,4.60543
5305,4.6028
5306,3.312792
5307,3.3129214
5308,3.312792
5309,4.622654
5310,4.622654
5311,15.398723
5312,15.398723
5313,10.41144
5314,10.413181
5315,5.095717
5316,5.0957983
5317,5.09582
5318,4.803352
5319,4.803352
5320,8.491282
5321,8.491282
5322,0.673862
5323,0.673862
5324,25.76051
5325,3.572326
5326,3.572326
5327,6.393025
5328,6.393025
5329,18.787839
5330,18.787839
5331,10.003417
5332,10.00361
5333,10.00617969
5334,10.0044
5335,10.0051
5336,10.00329
5337,3.865053
5338,3.865053
5339,6.293099
5340,6.293099
5341,17.27474
5342,17.27474
5343,33.589979
5344,33.589979
5345,33.5920255
5346,13.115365
5347,13.115365
5348,3.4355113
5349,3.435453
5350,3.435471
5351,22.549406
5352,22.549406
5353,4.941907
5354,4.941907
5355,9.22453
5356,9.22453
5357,20.978959
5358,20.978959
5359,1.908084
5360,1.908084
5361,3.2141
5362,5.9382
5363,0.8094
5364,5.3301
5365,4.3696
5366,6.669
5367,4.01798054
5368,4.0179694
5369,13.102
5370,6.535
5371,20.358748
5372,20.35507391
5373,20.359
5374,20.35919
5375,20.35954
5376,20.35847252
5377,6.68796
5378,6.6874352
5379,6.68851
5380,3.47114
5381,3.471136
5382,3.471149
5383,3.47114221
5384,3.471341
5385,3.471285
5386,2.19945
5387,2.198884
5388,5.657
5389,5.656304
5390,5.656256
5391,5.65621
5392,5.65706
5393,5.65688
5394,1.7292591
5395,1.72902336
5396,1.7292684
5397,1.7292577
5398,1.729257
5399,19.153765
5400,19.1541
5401,19.153
5402,19.15454
5403,19.15344
5404,31.6551
5405,31.6372
5406,31.646306
5407,20.5107
5408,20.507693
5409,20.5065
5410,2.770522
5411,2.7706297
5412,2.77065
5413,5.73491
5414,5.73594
5415,5.73649
5416,5.73597
5417,5.7348462
5418,10.93459
5419,10.93406
5420,10.93241
5421,10.9324
5422,8.7529
5423,8.75198
5424,8.7529874
5425,3.535055
5426,3.53482
5427,3.535155
5428,3.5353975
5429,12.20772
5430,12.2091165
5431,12.207632
5432,12.20773
5433,12.2054
5434,9.7843
5435,2.849258
5436,2.849282
5437,2.8492818
5438,2.849274
5439,2.849302
5440,2.84947127
5441,2.8493
5442,2.8492816
5443,9.0074
5444,9.0063
5445,9.007156
5446,7.05235
5447,7.05254
5448,7.0525273
5449,7.052475
5450,7.05240378
5451,2.5370422
5452,2.53712
5453,2.537071
5454,2.53726
5455,22.882
5456,22.881145
5457,22.8827
5458,22.88159
5459,20.698453
5460,20.6915
5461,20.6921
5462,11.29665
5463,11.295158
5464,11.2954
5465,30.9403
5466,30.94191
5467,30.944593
5468,30.944648
5469,30.9349
5470,3.002654
5471,3.0026376
5472,3.00265
5473,3.00234671
5474,3.002627
5475,3.0026215
5476,3.0026
5477,2.57275378
5478,2.57302
5479,2.5735352
5480,2.57333
5481,2.573413
5482,6.6717686
5483,6.67010938
5484,6.67202
5485,6.671774
5486,6.67196
5487,16.197189
5488,16.1966
5489,16.197201
5490,16.19803
5491,20.258209
5492,20.257
5493,20.2653
5494,25.4556
5495,25.4569
5496,25.457815
5497,6.53044
5498,6.53147301
5499,6.5311178
5500,6.53142
5501,12.65309622
5502,12.64655
5503,12.647815
5504,12.647849
5505,12.6475
5506,5.06963
5507,5.06965
5508,5.0689232
5509,8.0549321
5510,8.05423
5511,8.054787
5512,8.05428
5513,7.0658874
5514,7.06599
5515,7.065
5516,28.6777
5517,28.6911
5518,28.67992
5519,13.97896
5520,13.978518
5521,13.97876
5522,13.9782
5523,13.98746633
5524,6.98541
5525,6.9862794
5526,5.57739
5527,5.5773147
5528,5.577212
5529,15.189034
5530,15.1871
5531,7.760178
5532,7.7599
5533,24.158868
5534,24.1669
5535,7.49569
5536,7.49491004
5537,7.49543
5538,7.495
5539,7.495692
5540,7.4956613
5541,19.565557
5542,19.5666
5543,19.5688
5544,19.565086
5545,7.8142
5546,7.817949
5547,7.8173399
5548,7.81751
5549,18.311
5550,18.283257
5551,18.286069
5552,18.289
5553,8.199814
5554,8.20023
5555,8.20075
5556,8.2008
5557,8.2000786
5558,8.199796
5559,10.993948
5560,10.994748
5561,10.99573
5562,21.99036194
5563,10.99501
5564,10.9947
5565,10.35848367
5566,10.35239
5567,10.353263
5568,10.3535
5569,10.35176
5570,10.3516
5571,5.0639064
5572,5.06347
5573,5.06408
5574,5.06416
5575,5.06468
5576,19.09995
5577,19.0918
5578,19.0912
5579,5.605
5580,5.605309
5581,5.60473
5582,28.867253
5583,28.8819
5584,6.10224
5585,6.10099028
5586,6.10241
5587,6.102325
5588,2.747128
5589,2.747227
5590,2.74697
5591,9.99767
5592,9.997442
5593,9.99791
5594,10.00102551
5595,6.4215
5596,6.42149
5597,27.8522
5598,27.86
5599,0.684557
5600,0.684553
5601,0.684559
5602,0.684533
5603,0.684541
5604,0.68458757
5605,0.684575
5606,8.77709
5607,8.77683
5608,8.775864
5609,9.72665
5610,9.72664
5611,9.726618
5612,9.72739
5613,4.6122
5614,4.61244
5615,4.61228
5616,1.095979
5617,1.095962
5618,1.096026
5619,18.4498
5620,18.44883
5621,18.4474
5622,18.448653
5623,18.44951
5624,13.734907
5625,13.7311
5626,13.73288
5627,13.71468745
5628,13.733314
5629,2.90022
5630,2.90032
5631,2.900706
5632,1.419549
5633,1.419604
5634,1.419714
5635,1.41929871
5636,10.13389
5637,10.134279
5638,10.1338
5639,10.134016
5640,10.13446
5641,10.1346454
5642,10.134231
5643,10.135091
5644,8.4071591
5645,8.406951
5646,8.405276
5647,8.4061
5648,8.4061
5650,8.40685
5651,8.406726
5652,8.406
5653,10.136527
5654,10.136
5655,10.13675
5656,10.1367283
5657,10.13682
5658,10.136796
5659,10.13892836
5660,10.136448
5661,18.24841
5662,18.248708
5663,18.252213
5664,18.251985
5665,18.25
5666,18.249
5667,1.217494
5668,1.2175163
5669,1.21749448
5670,1.217514
5671,1.21749399
5672,1.21749415
5673,1.21750887
5674,4.16612653
5675,4.1662739
5676,4.166262
5677,4.1662541
5678,4.73626
5679,4.73592319
5680,4.7362083
5681,4.73620495
5682,4.736529
5683,4.7361
5684,4.7362006
5685,4.7362034
5686,4.736099
5687,5.0316347
5688,5.0316328
5689,5.031617
5690,5.031623
5691,1.7100122
5692,1.71005325
5693,1.7100529
5694,1.7100588
5695,1.71005328
5696,1.7100566
5697,3.329475
5698,3.329466
5699,3.32944
5700,3.3294663
5701,3.32946492
5702,3.329441
5703,0.96899328
5704,0.96899272
5705,0.9689951
5706,0.96899296
5707,0.96899285
5708,3.0801833
5709,3.08017985
5710,3.0801735
5711,3.0801716
5712,2.8716978
5713,2.87169867
5714,2.8716992
5715,2.8717023
5716,2.8717518
5717,2.8716995
5718,4.6117328
5719,4.6117361
5720,4.6117343
5721,4.6117093
5722,4.1137912
5723,4.11379
5724,4.1137862
5725,4.113791
5726,4.11377556
5727,3.47410024
5728,3.47410042
5729,3.4741085
5730,3.4741084
5731,3.4741012
5732,3.474119
5733,3.6127691
5734,3.6127647
5735,3.61276958
5736,3.6127714
5737,2.25528739
5738,2.255251
5739,2.25528745
5740,2.2552845
5741,2.25528783
5742,5.5514926
5743,5.55149344
5744,5.55149
5745,5.5514975
5746,5.55149296
5747,5.5514918
5748,5.5514888
5749,5.5514946
5750,2.7033942
5751,2.70339
5752,2.70338919
5753,2.70339023
5754,2.7033898
5755,2.703385
5756,2.70339
5757,2.7033878
5758,2.7033904
5759,2.9895092
5760,2.9895932
5761,2.98958682
5762,2.989592
5763,7.8457
5764,7.845582
5765,7.8455821
5766,7.8456049
5767,7.8456043
5768,7.8457
5769,7.8456075
5770,1276.0
5771,2.73476539
5772,2.7347703
5773,2.7347657
5774,2.73478
5775,2.73476468
5776,2.73477
5777,2.7347656
5778,2.7347656
5779,2.73476541
5780,2.7347749
5781,3.2440796
5782,3.2440788
5783,3.24408156
5784,3.24406
5785,3.24406
5786,3.24406
5787,3.244044
5788,3.24404537
5789,1.48111871
5790,1.48111874
5792,1.48109029
5793,1.4811235
5794,1.4811235
5795,0.2197
5796,0.32528
5797,0.81161
5798,2.073549
5799,854.083
5800,3552.0
5801,1322.3
5802,440.7843755
5803,440.7813
5804,440.786134
5805,440.786134
5806,440.7843755
5807,440.786134
5808,440.786134
5809,1.701531
5810,840.0
5811,3.294601
5812,31.8099
5813,75.2
5815,572.383277
5816,572.3979
5817,572.383277
5818,572.376632
5819,572.376632
5820,572.3847
6071,17.855182
6072,17.85522584
6073,17.85523009
6074,17.8552276
6075,17.8552197
6076,17.8552197
6077,17.85522168
6078,17.8552333
6079,17.85523
6080,17.855149
6081,17.85522168
6082,17.8552197
6084,17.8552329
6085,17.8552197
6086,17.85523216
6087,86.647661
6088,86.64766384
6089,86.64763676
6090,86.64763676
6091,86.64767898
6092,86.64764448
6093,86.64763676
6094,86.64763676
6095,86.64764448
6096,86.64774
6097,1.76358747
6098,1.76358762
6099,1.76358757
6100,1.76358757
6101,1.7635877
6102,1.76358754
6103,1.76358803
6104,1.76358799
6105,1.7635892
6106,1.7635877
6107,1.7637
6108,1.763589
6109,1.763588
6111,1.76358757
6113,1.76358757
6114,1.76358757
6115,1.76358754
6116,1.7635873
6117,10.916386
6118,10.91647
6119,10.91610834
6120,10.95307834
6121,10.91610834
6122,10.95416
6124,10.91610834
6125,10.91610834
6126,22.3395
6127,22.267161
6128,22.26492
6129,20.4071345
6130,20.41724
6131,20.4415
6132,20.4074846
6133,20.4071345
6134,20.40857074
6135,20.4074846
6136,20.4071345
6137,13.6163456
6138,13.6141
6139,13.6163456
6140,13.6164547
6141,13.6164547
6142,13.6088
6143,13.6163456
6144,134.4786723
6145,134.4786723
6146,134.4628
6147,134.47972
6148,134.4785189
6149,134.4785189
6150,134.4786723
6151,134.47850876
6152,284.215
6153,284.060953
6154,284.0423
6155,284.063137
6156,284.07309817
6157,284.063137
6158,284.060953
6159,284.060953
6160,34.2069395
6161,34.20578508
6162,34.2069395
6163,34.2069395
6164,34.169
6165,34.2069
6166,34.20578508
6167,34.19311054
6168,7.68433241
6169,7.68433487
6170,7.68433487
6171,7.68433346
6172,7.685
6173,7.68433487
6174,7.68433346
6175,3.9050824
6176,3.905081
