,st_dens,st_logg
28351,60.484,4.74
28352,10.1433,4.76
28358,36.6826,4.46
28360,3.5459,4.46
28362,4.4148,4.46
28364,36.6826,4.46
28366,13.0818,4.63
28368,36.6826,4.46
28369,4.4148,4.46
28374,3.8849,4.63
28376,4.0739,4.46
28377,3.5462,4.63
28380,3.5459,4.46
28381,4.6052,4.63
28384,4.0739,4.46
28385,3.5459,4.46
28386,4.0739,4.46
28389,2.9409,4.61
28391,4.4148,4.46
28392,6.3351,4.56
28395,10.9255,4.51
28396,0.6803,4.51
28398,0.6803,4.51
28400,0.2515,4.51
28401,2.8056,4.51
28403,0.6803,4.51
28404,2.8056,4.51
28406,2.0419,4.52
28407,0.2515,4.51
28409,1.9006,4.56
28411,0.2515,4.51
28419,10.9255,4.51
28420,0.1486,4.56
28422,2.8056,4.51
28425,0.5029,4.56
28429,10.9255,4.51
28431,2.4549,4.52
28434,3.0795,4.52
28435,3.0795,4.52
28440,3.0795,4.52
28442,2.4549,4.52
28443,1.481,4.52
28445,2.7103,4.52
28446,0.6387,4.61
28448,1.481,4.52
28449,2.292,4.55
28452,0.3576,4.61
28453,1.763,4.61
28454,2.4549,4.52
28455,2.7103,4.52
28457,1.481,4.52
28464,0.341,4.61
28465,2.7103,4.52
28472,0.9292,4.36
28473,1.597,4.47
28475,0.9292,4.36
28476,1.7349,4.36
28477,0.9292,4.36
28481,1.7349,4.36
28484,1.6444,4.43
28486,1.7349,4.36
28490,19.6261,4.36
28491,1.8821,4.43
28493,19.6261,4.36
28498,1.9992,4.54
28500,4.278,4.52
28501,4.278,4.52
28506,4.278,4.52
28507,2.2603,4.52
28509,2.4905,4.52
28510,2.2603,4.52
28513,2.2603,4.52
28515,3.6815,4.52
28517,5.8128,4.76
28518,2.8955,4.76
28519,4.4552,4.76
28520,4.4552,4.76
28521,2.8044,4.76
28523,2.2783,4.54
28533,4.4552,4.76
28536,2.8044,4.76
28537,2.8044,4.76
28540,0.7052,4.25
28543,1.4521,4.38
28544,1.4695,4.38
28545,1.3755,4.38
28548,1.6406,4.22
28552,1.4521,4.38
28553,1.3755,4.38
28554,1.3755,4.38
28555,1.4053,4.22
28559,1.2355,4.22
28565,0.7889,4.38
28566,0.7889,4.38
28568,1.4695,4.38
28569,0.7889,4.38
28570,1.4695,4.38
28573,1.1192,4.22
28574,1.4521,4.38
28575,0.4234,4.57
28578,0.5251,4.53
28581,10.5446,4.53
28583,0.8493,4.57
28586,2.2904,4.57
28588,0.3337,4.53
28591,0.3337,4.53
28594,10.5446,4.53
28597,0.5251,4.53
28598,0.1911,4.57
28601,0.3337,4.53
28602,0.5251,4.53
28603,10.5446,4.53
28605,0.5724,4.36
28606,1.0178,4.36
28607,0.5744,4.3
28609,0.868,4.36
28610,1.0178,4.36
28611,0.8156,4.29
28612,0.5724,4.36
28619,0.5724,4.36
28622,0.868,4.36
28624,1.0226,4.3
28627,1.0178,4.36
28628,0.4887,4.3
28629,1.1837,4.41
28631,1.0471,4.41
28633,2.3308,4.41
28634,4.4178,4.43
28635,1.0415,4.43
28636,0.309,4.02
28637,1.0415,4.43
28638,1.2744,4.43
28640,4.4178,4.43
28643,4.4178,4.43
28646,1.0415,4.43
28649,1.2744,4.43
28652,0.3701,4.36
28653,0.9406,4.36
28665,0.537,4.12
28666,0.5198,4.36
28668,0.9406,4.36
28669,0.2274,4.12
28671,0.5198,4.36
28672,0.3701,4.36
28673,0.3701,4.36
28674,0.5198,4.36
28676,0.9406,4.36
28679,1.4943,4.44
28680,0.6976,4.53
28681,0.6976,4.53
28683,1.8284,4.53
28686,1.8284,4.53
28690,1.8284,4.53
28693,0.5905,4.53
28694,1.1526,4.53
28697,0.6976,4.53
28699,0.062,4.38
28700,0.0398,4.48
28703,0.2377,4.48
28704,0.2377,4.48
28705,0.0398,4.48
28709,0.1365,4.38
28712,0.2377,4.48
28715,0.0398,4.48
28716,1.4636,4.45
28719,3.8749,4.69
28720,4.2899,4.7
28721,4.2899,4.7
28722,5.2206,4.69
28726,5.735,4.7
28729,5.735,4.7
28734,4.2899,4.7
28737,2.723,4.57
28739,5.735,4.7
28741,1.6244,4.47
28744,1.5388,4.49
28750,2.1595,4.49
28751,1.5388,4.49
28752,1.6002,4.37
28754,2.1595,4.49
28755,1.4808,4.37
28756,2.1595,4.49
28757,1.5388,4.49
28762,2.1145,4.15
28766,6.7294,4.15
28768,1.7927,4.52
28769,2.1145,4.15
28770,6.7294,4.15
28771,0.7364,4.51
28773,6.7294,4.15
28781,1.4568,4.51
28782,2.1145,4.15
28784,3.647,4.07
28786,3.1405,4.07
28787,3.1405,4.07
28789,2.1515,4.56
28792,11.0089,4.07
28793,3.1405,4.07
28795,1.1746,4.49
28800,3.647,4.07
28803,11.0089,4.07
28804,1.4663,4.49
28806,4.7795,4.49
28808,11.0089,4.07
28810,3.647,4.07
28813,1.734,4.76
28814,6.0127,4.75
28816,6.3267,4.76
28818,6.0939,4.75
28819,4.7797,4.76
28820,1.734,4.76
28823,6.3267,4.76
28824,5.206,4.75
28825,5.4955,4.75
28826,22.0187,4.75
28828,1.734,4.76
28830,5.1077,4.76
28832,0.4562,4.76
28836,6.3267,4.76
28840,0.4562,4.76
28848,0.4562,4.76
28849,4.2151,4.67
28850,4.7797,4.76
28851,5.1077,4.76
28853,4.7797,4.76
28855,5.1077,4.76
28857,0.3108,4.44
28858,0.0139,4.01
28859,0.0081,4.01
28860,0.3108,4.44
28861,0.9316,4.44
28862,0.0071,4.44
28865,0.0068,4.01
28870,0.0071,4.44
28871,0.9316,4.44
28873,0.9316,4.44
28874,0.5674,4.19
28875,0.0071,4.44
28877,0.3108,4.44
28879,5.559,4.41
28880,5.559,4.41
28882,0.4928,4.41
28886,1.4788,4.46
28888,0.4928,4.41
28891,5.559,4.41
28892,1.5539,4.49
28897,0.4928,4.41
28898,1.3781,4.49
28899,2.1711,4.55
28901,2.6926,4.47
28902,2.4883,4.47
28903,2.4883,4.47
28904,2.6252,4.5
28907,2.4883,4.47
28911,2.6926,4.47
28916,2.6926,4.47
28918,2.4674,4.5
28922,0.9461,4.33
28925,1.0461,4.21
28926,1.1653,4.21
28928,1.0461,4.21
28931,1.0461,4.21
28933,1.1653,4.21
28935,0.3427,4.37
28939,1.1653,4.21
28941,0.1009,4.37
28947,3.1304,4.58
28949,68.3049,4.58
28951,0.0871,4.58
28952,1.977,4.52
28954,2.4019,4.58
28955,2.4019,4.58
28956,1.6716,4.53
28957,68.3049,4.58
28958,68.3049,4.58
28963,3.1304,4.58
28964,1.8516,4.53
28965,2.4019,4.58
28972,3.1304,4.58
28974,5.196,4.53
28977,0.0871,4.58
28978,2.0447,4.53
28979,0.0871,4.58
28980,4.9844,4.4
28981,0.9454,4.4
28985,4.9844,4.4
28988,7.8855,4.4
28990,3.4941,4.46
28991,2.4604,4.46
28992,2.7611,4.63
28993,4.9844,4.4
28994,0.9454,4.4
28998,7.8855,4.4
29005,0.9454,4.4
29006,0.7111,4.46
29007,7.8855,4.4
29009,5.4987,4.56
29010,12.809,4.0
29012,12.809,4.0
29014,1.1103,4.35
29016,4.258,4.0
29017,3.496,4.56
29019,2.5021,4.0
29021,4.258,4.0
29022,2.5021,4.0
29024,2.5021,4.0
29034,12.809,4.0
29035,4.258,4.0
29036,2.3619,4.56
29038,0.8783,4.75
29039,1.1286,4.75
29041,25.189,4.75
29043,4.6501,4.74
29046,0.8783,4.75
29048,3.7739,4.65
29049,3.9851,4.74
29050,25.189,4.75
29055,1.1286,4.75
29056,4.7897,4.74
29058,1.1286,4.75
29060,25.189,4.75
29061,0.8783,4.75
29068,0.7899,4.45
29072,0.0215,4.44
29076,0.0215,4.44
29077,0.0215,4.44
29078,0.4684,4.14
29079,1.0097,4.44
29080,0.9935,4.45
29083,1.0097,4.44
29086,1.0097,4.44
29087,1.2605,4.74
29093,1.8631,4.74
29097,1.8631,4.74
29098,1.2605,4.74
29099,1.8631,4.74
29101,2.4684,4.71
29102,4.7295,4.71
29105,2.6862,4.57
29108,1.2605,4.74
29109,0.4013,4.02
29115,0.4139,4.02
29116,0.4119,4.02
29117,0.3,4.03
29119,0.4139,4.02
29120,0.4013,4.02
29121,0.391,4.02
29123,0.4008,4.02
29124,0.2995,4.0
29126,0.4013,4.02
29127,0.3931,4.02
29132,0.4119,4.02
29133,0.3938,4.02
29135,0.3626,4.02
29138,0.3933,4.02
29139,0.3626,4.02
29140,0.4155,4.02
29146,0.3626,4.02
29148,0.3938,4.02
29149,0.3938,4.02
29152,0.4119,4.02
29153,0.4139,4.02
29154,2.16,4.53
29157,2.7512,4.61
29160,1.4156,4.61
29161,1.9749,4.52
29162,2.7512,4.61
29164,2.7512,4.61
29167,1.4156,4.61
29169,1.4156,4.61
29172,2.7978,4.52
29176,10.1234,4.73
29179,10.1234,4.73
29183,6.7235,4.73
29185,3.974,4.69
29187,7.2823,4.73
29189,6.1429,4.73
29190,6.7235,4.73
29194,7.2823,4.73
29195,6.7301,4.73
29198,13.8994,4.73
29199,6.7235,4.73
29200,10.1234,4.73
29201,7.2823,4.73
29204,4.7636,4.47
29205,3.3183,4.61
29206,2.4857,4.61
29208,3.1156,4.47
29210,1.5755,4.47
29213,3.3007,4.65
29215,4.7636,4.47
29217,3.1156,4.47
29218,3.1156,4.47
29222,1.5755,4.47
29224,1.5755,4.47
29225,4.3918,4.61
29226,4.7636,4.47
29233,1.7942,4.68
29235,1.3641,4.68
29236,1.7942,4.68
29239,2.3474,4.67
29240,1.3641,4.68
29242,4.1121,4.7
29245,1.3641,4.68
29249,1.7942,4.68
29250,2.7834,4.67
29251,1.4316,4.45
29255,1.6,4.42
29256,1.5271,4.34
29260,1.5196,4.34
29261,1.6,4.42
29263,1.5463,4.42
29264,10.1483,4.42
29265,1.5463,4.42
29267,10.1483,4.42
29272,1.6,4.42
29273,2.1809,4.34
29274,10.1483,4.42
29276,1.5463,4.42
29281,0.2741,4.51
29283,0.239,4.51
29284,0.2963,4.0
29285,0.42,4.0
29288,0.239,4.51
29289,0.2741,4.51
29291,0.239,4.51
29292,0.2432,3.94
29296,0.2741,4.51
29303,0.974,4.27
29304,0.676,4.54
29305,0.9679,4.54
29306,0.676,4.54
29310,0.9679,4.54
29315,0.798,4.27
29320,0.8478,4.54
29321,0.676,4.54
29322,0.8478,4.54
29323,0.9679,4.54
29324,1.0453,4.27
29325,0.8478,4.54
29330,0.2497,3.94
29331,0.2422,4.12
29332,0.2422,4.12
29335,0.1165,4.11
29336,0.2349,4.12
29339,0.2422,4.12
29342,0.2349,4.12
29343,0.2349,4.12
29345,0.1532,4.11
29348,0.1282,4.01
29349,0.3035,4.01
29353,0.0535,4.01
29356,0.3062,4.02
29358,0.3045,4.02
29359,0.3568,4.02
29360,0.2448,4.02
29363,0.2931,4.01
29364,0.1282,4.01
29365,0.2166,3.9
29366,0.0535,4.01
29373,0.3035,4.01
29376,0.2931,4.01
29377,0.3035,4.01
29378,0.1282,4.01
29382,0.2931,4.01
29383,0.0535,4.01
29385,2.0481,4.36
29386,1.2358,4.57
29390,1.2358,4.57
29394,2.3201,4.57
29397,2.3201,4.57
29398,2.0939,4.36
29400,2.1439,4.57
29404,2.9743,4.65
29407,1.7952,4.36
29409,1.2358,4.57
29410,2.1439,4.57
29411,2.3201,4.57
29413,2.1439,4.57
29414,0.2746,4.33
29417,0.2529,4.33
29419,0.2746,4.33
29420,0.2529,4.33
29421,0.2324,3.93
29425,0.5571,4.06
29426,0.39,3.75
29428,0.39,3.75
29429,0.7344,3.75
29430,0.6213,4.06
29435,0.39,3.75
29437,0.8356,4.38
29438,0.7344,3.75
29442,0.7344,3.75
29448,0.4427,4.43
29449,0.0436,4.43
29453,0.8068,4.33
29454,0.9138,4.43
29455,0.6635,4.43
29456,0.4427,4.43
29457,0.857,4.33
29458,0.9138,4.43
29459,0.0436,4.43
29461,0.0436,4.43
29462,0.9073,4.33
29465,0.4427,4.43
29469,0.9138,4.43
29471,0.6635,4.43
29472,0.6635,4.43
29473,0.6198,4.33
29475,0.8237,4.28
29479,0.0425,4.26
29482,0.0861,4.26
29483,2.0737,4.38
29487,13.4855,4.38
29488,0.5788,4.38
29490,0.5788,4.38
29491,2.0737,4.38
29492,0.4944,4.16
29493,0.5788,4.38
29494,0.0135,4.38
29496,13.4855,4.38
29500,0.0129,4.26
29502,13.4855,4.38
29504,0.0135,4.38
29507,0.1334,4.26
29508,2.0737,4.38
29509,0.0135,4.38
29511,0.6732,4.23
29512,12.8811,4.41
29516,12.8811,4.41
29518,0.2945,4.41
29521,0.5399,4.18
29523,0.2945,4.41
29524,0.2945,4.41
29527,0.837,4.18
29528,12.8811,4.41
29529,9.9321,4.45
29530,1.1221,4.45
29531,3.187,4.45
29532,1.1221,4.45
29534,1.1221,4.45
29537,6.5677,4.45
29539,9.9321,4.45
29546,9.9321,4.45
29549,1.5557,4.45
29553,7.2383,4.63
29557,25.502,4.63
29558,25.502,4.63
29561,7.2383,4.63
29563,6.2065,4.66
29564,1.1391,4.66
29569,25.502,4.63
29570,7.2383,4.63
29574,11.7941,4.46
29575,4.1918,4.46
29576,2.1352,4.46
29582,4.1918,4.46
29584,1.6845,4.46
29587,11.7941,4.46
29589,4.1918,4.46
29590,11.7941,4.46
29592,1.8355,4.51
29593,1.3073,4.47
29594,0.1333,4.47
29597,2.2877,4.47
29598,0.4834,4.14
29599,0.1333,4.47
29601,0.0462,4.12
29603,2.2877,4.47
29605,0.1433,4.12
29607,2.2877,4.47
29609,1.3073,4.47
29610,0.0508,4.12
29611,0.1333,4.47
29616,1.3073,4.47
29622,3.5363,4.24
29626,0.7118,4.37
29629,7.0493,4.37
29630,7.0493,4.37
29631,1.1779,4.24
29632,0.8597,4.34
29633,7.0493,4.37
29634,0.7118,4.37
29635,0.7118,4.37
29636,3.4816,4.52
29637,2.8443,4.52
29639,2.8443,4.52
29643,1.3054,4.42
29647,3.238,4.49
29652,3.4816,4.52
29653,3.3024,4.49
29655,2.8443,4.52
29657,3.4816,4.52
29661,0.5466,4.16
29663,2.8065,4.36
29664,2.8065,4.36
29667,3.0262,4.36
29668,3.0262,4.36
29671,0.4985,4.25
29672,0.9491,4.25
29673,0.8646,4.34
29676,0.1344,4.15
29682,0.6896,4.25
29685,0.7631,4.15
29686,0.9491,4.25
29687,0.4985,4.25
29689,0.3974,4.15
29690,0.6896,4.25
29692,0.4985,4.25
29693,0.6896,4.25
29698,0.9491,4.25
29699,2.3736,4.54
29700,2.3479,4.55
29702,0.3013,4.54
29703,2.3479,4.55
29704,1.0041,4.55
29706,2.9335,4.55
29710,1.0041,4.55
29711,2.9335,4.55
29712,2.9335,4.55
29713,1.0041,4.55
29715,2.9645,4.64
29720,2.3479,4.55
29724,1.9446,4.54
29726,3.6859,4.6
29727,3.2461,4.66
29728,16.3119,4.6
29730,3.9144,4.6
29731,4.0421,4.6
29732,3.6859,4.6
29733,16.3119,4.6
29736,4.0421,4.6
29738,3.9144,4.6
29739,3.9144,4.6
29743,1.5917,4.56
29744,3.6804,4.56
29746,3.719,4.56
29748,4.0421,4.6
29749,3.6859,4.6
29755,3.3943,4.56
29756,16.3119,4.6
29758,1.6361,4.74
29759,3.4097,4.62
29762,1.4023,4.74
29765,1.4023,4.74
29769,1.5991,4.72
29770,1.6361,4.74
29772,1.6361,4.74
29774,5.3248,4.73
29775,1.4023,4.74
29778,0.5789,4.72
29781,1.4256,4.59
29782,2.6427,4.59
29784,2.3619,4.59
29787,1.4256,4.59
29788,1.916,4.59
29790,2.8676,4.6
29791,2.286,4.59
29793,2.286,4.59
29794,0.7995,4.59
29797,1.916,4.59
29799,1.916,4.59
29800,1.4256,4.59
29802,2.286,4.59
29811,0.349,4.45
29812,0.7062,4.45
29816,0.349,4.45
29817,0.6004,4.38
29818,0.7062,4.45
29821,0.759,4.26
29823,0.6939,4.38
29826,0.349,4.45
29827,0.7062,4.45
29829,1.343,4.38
29831,1.4741,4.38
29832,1.343,4.38
29833,1.4741,4.38
29834,0.4089,4.09
29840,0.5475,4.26
29843,0.4204,4.26
29845,1.343,4.38
29847,1.4741,4.38
29851,3.0552,4.5
29854,0.3014,4.5
29857,6.9291,4.5
29859,3.0552,4.5
29861,2.7449,4.6
29862,0.3014,4.5
29863,0.3014,4.5
29865,6.9291,4.5
29867,5.224,4.5
29868,2.2691,4.5
29869,6.9291,4.5
29871,3.0552,4.5
29872,2.0051,4.5
29877,5.5628,4.5
29878,16.0562,4.5
29880,0.6616,4.5
29883,1.6269,4.47
29884,2.4343,4.5
29892,0.6616,4.5
29895,0.6616,4.5
29896,16.0562,4.5
29897,16.0562,4.5
29898,1.1287,4.45
29900,0.4226,4.44
29901,1.1287,4.45
29902,0.4312,4.44
29903,0.1656,4.45
29905,1.8107,4.51
29907,0.1381,4.44
29909,0.5466,4.45
29910,0.5466,4.45
29914,0.1656,4.45
29916,1.1287,4.45
29917,0.1656,4.45
29921,0.5466,4.45
29925,0.2735,4.04
29926,0.2735,4.04
29930,0.3508,4.04
29931,0.3508,4.04
29935,0.3113,4.04
29937,0.2735,4.04
29938,0.1206,4.04
29940,0.1206,4.04
29942,0.1206,4.04
29943,0.3412,4.04
29948,2.2938,4.49
29949,2.2496,4.42
29952,2.2435,4.49
29954,21.4141,4.42
29957,21.4141,4.42
29959,1.7996,4.51
29964,21.4141,4.42
29965,2.2496,4.42
29966,2.2496,4.42
29968,0.5031,4.33
29970,0.6663,4.33
29975,0.6663,4.33
29976,0.5031,4.33
29977,0.7208,4.33
29979,0.5058,4.27
29980,0.5031,4.33
29983,0.6663,4.33
29985,0.5977,4.27
29986,0.7208,4.33
29989,0.7208,4.33
29990,0.5302,4.18
29991,0.4335,4.27
29993,0.505,4.62
29994,0.505,4.62
29997,11.5608,4.62
30000,11.5608,4.62
30001,0.505,4.62
30002,3.9604,4.43
30006,0.6868,4.23
30009,2.9389,4.43
30010,11.5608,4.62
30011,0.191,3.89
30012,0.191,3.89
30013,0.9357,3.89
30014,0.3001,3.99
30015,0.191,3.89
30017,0.5604,3.89
30020,0.5604,3.89
30023,0.5328,4.22
30028,0.4281,4.22
30030,0.9357,3.89
30033,0.9357,3.89
30037,0.5961,4.22
30039,0.5604,3.89
30041,1.5226,4.38
30043,0.5596,4.38
30046,0.7657,4.29
30050,1.5226,4.38
30051,0.5596,4.38
30053,0.0995,4.2
30054,0.2759,4.2
30057,1.5226,4.38
30060,0.5596,4.38
30062,5.0196,4.44
30065,1.632,4.43
30066,2.5902,4.44
30068,1.632,4.43
30070,2.0059,4.43
30071,2.0059,4.43
30072,1.632,4.43
30074,29.5566,4.43
30075,2.4053,4.44
30079,2.0059,4.43
30081,29.5566,4.43
30082,1.0869,4.45
30085,0.9178,4.45
30092,1.0833,4.33
30093,0.9178,4.45
30098,0.2543,3.95
30099,1.0869,4.45
30100,1.0869,4.45
30101,0.9178,4.45
30102,0.9654,4.33
30103,3.4988,4.61
30105,0.9364,4.62
30109,3.0433,4.62
30111,0.6028,4.61
30113,0.6028,4.61
30114,3.4988,4.61
30115,3.4988,4.61
30117,2.0362,4.62
30119,0.6028,4.61
30125,0.2866,3.9
30126,0.2068,4.58
30127,1.3027,4.58
30130,0.1653,3.9
30133,0.2068,4.58
30136,1.3027,4.58
30138,0.2068,4.58
30140,0.1267,3.73
30141,1.3027,4.58
30145,17.9482,4.85
30146,5.8358,4.75
30147,4.2426,4.85
30150,17.9482,4.85
30151,9.7564,4.75
30155,17.9482,4.85
30158,4.3269,4.68
30160,4.2426,4.85
30162,4.2426,4.85
30165,3.2926,4.57
30166,1.6738,4.57
30169,4.0718,4.57
30173,3.2926,4.57
30175,1.6738,4.57
30177,4.0718,4.57
30178,3.2926,4.57
30181,2.46,4.57
30182,4.0238,4.57
30189,2.674,4.61
30193,2.458,4.57
30194,3.1297,4.57
30199,2.5,4.57
30201,4.0718,4.57
30202,2.7046,4.54
30203,1.2828,4.46
30204,2.7046,4.54
30205,1.4579,4.54
30207,1.6302,4.46
30208,1.4579,4.54
30215,1.339,4.46
30217,11.7193,4.54
30221,1.4579,4.54
30222,2.7046,4.54
30223,1.2157,4.4
30226,1.1836,4.51
30230,0.8905,4.39
30234,1.1836,4.51
30235,2.9234,4.51
30236,2.9234,4.51
30237,2.9234,4.51
30239,0.646,4.22
30240,1.0286,4.39
30242,0.4015,4.51
30243,1.2935,4.39
30246,1.1836,4.51
30248,0.6102,4.38
30249,0.6102,4.38
30251,0.0838,4.33
30252,0.0468,4.38
30254,0.0296,4.33
30256,0.0184,4.38
30259,0.0468,4.38
30261,0.6102,4.38
30262,0.0184,4.38
30263,0.7483,4.27
30266,0.0184,4.38
30269,0.0216,4.33
30271,0.0468,4.38
30272,5.2669,4.54
30276,2.1195,4.54
30277,5.2669,4.54
30280,2.1195,4.54
30281,2.1195,4.54
30285,5.2669,4.54
30286,2.2342,4.33
30288,0.5259,4.15
30291,4.8967,4.33
30293,0.4962,4.14
30295,0.847,4.48
30298,0.8072,4.09
30299,1.3172,4.09
30300,1.398,4.48
30302,0.4978,4.48
30303,0.847,4.48
30304,2.5448,4.48
30305,1.398,4.48
30306,0.7822,4.09
30309,1.398,4.48
30312,2.5448,4.48
30317,0.7964,4.48
30318,0.879,4.09
30319,0.4978,4.48
30320,0.7964,4.48
30324,0.7964,4.48
30327,0.4978,4.48
30328,0.847,4.48
30330,2.762,4.55
30333,2.762,4.55
30335,0.1454,4.55
30337,2.762,4.55
30340,0.1037,4.22
30342,0.1454,4.55
30343,1.7756,4.5
30344,0.6999,4.22
30345,0.1454,4.55
30354,7.7066,4.35
30355,7.7066,4.35
30357,7.7066,4.35
30360,0.6255,4.35
30361,0.9651,4.2
30363,0.5274,4.16
30365,0.6255,4.35
30367,0.6255,4.35
30369,0.5915,4.2
30371,1.2616,4.3
30373,1.5278,4.3
30374,0.8992,4.32
30379,1.5654,4.49
30381,1.5654,4.49
30382,2.2833,4.49
30384,1.5654,4.49
30386,2.2833,4.49
30390,2.2833,4.49
30393,3.0034,4.62
30395,8.737,3.91
30396,8.737,3.91
30397,4.2736,3.91
30401,8.737,3.91
30403,1.1896,4.64
30404,0.9088,4.64
30407,4.2736,3.91
30409,4.2736,3.91
30413,0.7887,4.29
30415,1.2422,4.28
30418,1.2299,4.36
30419,1.2299,4.36
30423,1.2299,4.36
30424,4.1985,4.36
30426,4.1985,4.36
30427,4.4714,4.28
30429,4.1985,4.36
30434,0.2392,3.92
30435,0.2392,3.92
30436,0.2392,3.92
30438,0.2339,3.92
30439,0.175,3.93
30441,0.2339,3.92
30443,0.23,3.91
30444,0.2392,3.92
30445,0.2392,3.92
30446,0.2392,3.92
30447,3.1566,4.35
30448,3.1566,4.35
30450,1.2589,4.35
30451,1.2589,4.35
30452,3.1566,4.35
30458,1.2589,4.35
30460,0.8978,4.33
30465,1.493,4.28
30466,1.2626,4.28
30470,0.6251,3.92
30471,1.7806,3.84
30473,8.4621,3.92
30475,8.4621,3.92
30477,2.9797,3.92
30478,2.9797,3.92
30484,0.6251,3.92
30485,0.8586,3.84
30487,0.5761,4.22
30488,8.4621,3.92
30489,2.9797,3.92
30491,1.685,3.84
30494,0.6251,3.92
30495,0.3766,4.39
30497,0.3766,4.39
30498,0.7404,4.25
30501,15.2259,4.39
30504,0.4985,4.19
30512,15.2259,4.39
30513,0.2676,4.19
30514,15.2259,4.39
30515,0.3766,4.39
30516,3.2494,4.58
30524,1.4879,4.57
30525,1.9324,4.57
30526,3.2494,4.58
30529,2.4151,4.58
30532,2.4151,4.58
30534,2.4151,4.58
30535,3.2494,4.58
30537,0.2584,3.94
30538,3.6942,4.41
30544,3.6942,4.41
30545,0.5767,4.3
30547,3.6942,4.41
30549,0.8004,4.41
30551,0.8004,4.41
30552,0.8302,4.3
30554,0.8004,4.41
30557,3.3229,4.35
30560,0.9593,4.35
30561,0.0956,4.41
30562,1.6329,4.35
30563,0.0296,4.35
30564,0.0296,4.35
30567,0.016,4.35
30568,4.6429,4.35
30569,0.0163,4.41
30573,0.1004,4.41
30574,0.0296,4.35
30575,0.9593,4.35
30576,1.5168,4.35
30577,0.9593,4.35
30579,0.016,4.35
30580,4.6429,4.35
30581,0.2741,4.41
30585,1.6329,4.35
30586,1.6329,4.35
30590,1.5168,4.35
30591,0.016,4.35
30592,0.0279,4.41
30595,0.9558,4.33
30598,0.2625,4.41
30599,4.6429,4.35
30600,2.1169,4.58
30603,2.1367,4.58
30604,2.1367,4.58
30606,2.1169,4.58
30607,1.9653,4.51
30608,0.5198,4.49
30614,0.9584,4.49
30615,2.1169,4.58
30618,2.1367,4.58
30621,1.4992,4.41
30623,1.4992,4.41
30624,1.4992,4.41
30627,2.1309,4.41
30631,1.5456,4.35
30632,1.543,4.35
30634,2.1309,4.41
30635,2.1309,4.41
30639,0.9834,4.34
30640,3.169,4.63
30643,3.0821,4.63
30652,3.0821,4.63
30653,3.2943,4.63
30654,3.9638,4.63
30655,3.0821,4.63
30657,3.169,4.63
30658,3.169,4.63
30660,2.7598,4.56
30666,3.4434,4.67
30667,0.1371,4.47
30668,2.7598,4.56
30669,3.0694,4.56
30670,1.0988,4.47
30671,3.0694,4.56
30675,3.0694,4.56
30681,2.7598,4.56
30688,1.0272,4.38
30690,1.0983,4.1
30693,0.825,4.29
30694,1.0983,4.1
30695,119.6939,4.1
30696,1.0983,4.1
30697,0.57,4.1
30698,0.66,4.4
30700,1.0915,4.1
30702,3.2473,4.57
30703,4.0141,4.57
30705,3.5831,4.57
30707,4.9844,4.71
30713,4.0141,4.57
30714,3.5831,4.57
30717,3.5831,4.57
30718,2.1657,4.54
30719,3.2441,4.57
30720,4.0141,4.57
30727,0.1656,3.74
30728,0.0303,3.45
30729,0.0936,3.74
30730,0.0229,3.45
30732,0.0936,3.74
30735,0.0936,3.74
30736,0.1656,3.74
30737,0.1656,3.74
30740,1.4801,4.29
30744,1.1627,4.19
30745,1.1627,4.19
30746,1.0298,4.19
30747,5.5782,4.19
30748,1.0298,4.19
30750,1.0041,4.29
30753,5.5782,4.19
30755,1.0448,4.37
30756,1.0298,4.19
30757,5.5782,4.19
30758,0.6485,4.29
30760,1.1627,4.19
30764,0.5607,4.21
30769,0.864,4.14
30770,0.864,4.14
30772,0.7561,4.14
30774,0.8555,4.24
30776,0.8951,4.24
30779,0.7561,4.14
30781,0.7561,4.14
30782,0.864,4.14
30785,1.727,4.37
30789,1.911,4.41
30792,1.727,4.37
30793,1.9123,4.37
30797,1.9638,4.41
30798,1.9123,4.37
30799,1.727,4.37
30800,1.9333,4.37
30805,1.8587,4.41
30808,1.5896,4.49
30810,1.9333,4.37
30811,1.9123,4.37
30812,1.9333,4.37
30813,8.5096,4.72
30814,4.1962,4.72
30820,0.4684,4.85
30822,3.2832,4.61
30823,3.47,4.72
30829,0.4684,4.85
30831,11.1832,4.85
30832,0.4684,4.85
30834,11.1832,4.85
30836,11.1832,4.85
30837,0.5706,4.32
30838,0.5706,4.32
30839,2.4762,4.45
30840,3.973,4.32
30845,0.5706,4.32
30846,1.8064,4.45
30848,3.973,4.32
30852,1.6416,4.48
30853,3.973,4.32
30856,1.317,4.57
30857,1.469,4.64
30863,1.469,4.64
30864,46.7741,4.64
30866,46.7741,4.64
30867,1.469,4.64
30868,46.7741,4.64
30870,10.8582,4.57
30871,0.3677,4.64
30873,5.1073,4.64
30874,4.1721,4.71
30876,0.3677,4.64
30877,0.2153,4.66
30878,0.6972,4.66
30879,0.5479,4.64
30884,5.1073,4.64
30887,0.3784,4.66
30888,0.3677,4.64
30889,0.5479,4.64
30890,5.1073,4.64
30891,0.5479,4.64
30895,2.5314,4.62
30896,6.5644,4.62
30897,2.5314,4.62
30898,6.5644,4.62
30899,3.0241,4.62
30901,2.5314,4.62
30902,3.03,4.27
30905,2.3935,4.27
