,st_metratio
13182,[Fe/H]
13184,[Fe/H]
13186,[Fe/H]
13187,[Fe/H]
13188,[Fe/H]
13190,[Fe/H]
13193,[Fe/H]
13197,[Fe/H]
13200,[M/H]
13204,[Fe/H]
13205,[Fe/H]
13206,[Fe/H]
13207,[Fe/H]
13208,[Fe/H]
13211,[Fe/H]
13212,[Fe/H]
13214,[Fe/H]
13216,[Fe/H]
13218,[Fe/H]
13221,[Fe/H]
13222,[Fe/H]
13223,[Fe/H]
13226,[Fe/H]
13229,[Fe/H]
13231,[M/H]
13232,[Fe/H]
13234,[Fe/H]
13235,[Fe/H]
13237,[Fe/H]
13238,[Fe/H]
13239,[Fe/H]
13241,[Fe/H]
13242,[Fe/H]
13244,[Fe/H]
13248,[Fe/H]
13251,[Fe/H]
13254,[Fe/H]
13255,[Fe/H]
13257,[M/H]
13258,[Fe/H]
13259,[Fe/H]
13261,[Fe/H]
13266,[Fe/H]
13267,[Fe/H]
13269,[Fe/H]
13270,[Fe/H]
13271,[Fe/H]
13274,[Fe/H]
13275,[Fe/H]
13276,[Fe/H]
13277,[Fe/H]
13279,[Fe/H]
13282,[Fe/H]
13284,[Fe/H]
13287,[M/H]
13288,[Fe/H]
13290,[Fe/H]
13291,[Fe/H]
13299,[Fe/H]
13300,[Fe/H]
13301,[M/H]
13303,[Fe/H]
13305,[Fe/H]
13306,[Fe/H]
13307,[Fe/H]
13308,[Fe/H]
13309,[M/H]
13310,[Fe/H]
13311,[Fe/H]
13312,[Fe/H]
13317,[Fe/H]
13320,[Fe/H]
13322,[Fe/H]
13324,[Fe/H]
13325,[Fe/H]
13327,[Fe/H]
13331,[Fe/H]
13332,[Fe/H]
13339,[Fe/H]
13341,[Fe/H]
13342,[Fe/H]
13343,[Fe/H]
13345,[Fe/H]
13348,[Fe/H]
13350,[M/H]
13351,[Fe/H]
13352,[Fe/H]
13354,[Fe/H]
13356,[Fe/H]
13357,[Fe/H]
13359,[Fe/H]
13360,[Fe/H]
13362,[Fe/H]
13365,[Fe/H]
13366,[Fe/H]
13368,[Fe/H]
13369,[Fe/H]
13370,[Fe/H]
13371,[Fe/H]
13374,[Fe/H]
13377,[Fe/H]
13378,[Fe/H]
13380,[Fe/H]
13382,[Fe/H]
13385,[Fe/H]
13386,[Fe/H]
13388,[Fe/H]
13391,[Fe/H]
13394,[Fe/H]
13396,[Fe/H]
13398,[Fe/H]
13400,[Fe/H]
13402,[Fe/H]
13403,[Fe/H]
13404,[Fe/H]
13405,[Fe/H]
13409,[Fe/H]
13411,[Fe/H]
13413,[Fe/H]
13416,[Fe/H]
13418,[Fe/H]
13419,[Fe/H]
13425,[Fe/H]
13426,[M/H]
13427,[Fe/H]
13428,[Fe/H]
13429,[Fe/H]
13435,[Fe/H]
13437,[Fe/H]
13439,[Fe/H]
13440,[Fe/H]
13441,[Fe/H]
13442,[Fe/H]
13445,[Fe/H]
13447,[Fe/H]
13451,[Fe/H]
13452,[M/H]
13454,[Fe/H]
13455,[Fe/H]
13456,[Fe/H]
13459,[Fe/H]
13461,[Fe/H]
13462,[Fe/H]
13463,[Fe/H]
13467,[M/H]
13469,[Fe/H]
13470,[Fe/H]
13472,[Fe/H]
13473,[Fe/H]
13475,[Fe/H]
13476,[Fe/H]
13480,[Fe/H]
13484,[Fe/H]
13485,[Fe/H]
13489,[Fe/H]
13490,[Fe/H]
13491,[Fe/H]
13492,[M/H]
13494,[Fe/H]
13495,[Fe/H]
13496,[Fe/H]
13498,[Fe/H]
13499,[Fe/H]
13501,[Fe/H]
13503,[M/H]
13504,[Fe/H]
13511,[Fe/H]
13512,[Fe/H]
13513,[Fe/H]
13514,[Fe/H]
13515,[Fe/H]
13519,[Fe/H]
13522,[Fe/H]
13525,[Fe/H]
13527,[Fe/H]
13530,[Fe/H]
13531,[Fe/H]
13532,[Fe/H]
13536,[Fe/H]
13537,[Fe/H]
13538,[Fe/H]
13539,[Fe/H]
13540,[Fe/H]
13541,[Fe/H]
13543,[Fe/H]
13547,[Fe/H]
13548,[Fe/H]
13550,[Fe/H]
13551,[Fe/H]
13554,[Fe/H]
13555,[Fe/H]
13556,[Fe/H]
13557,[Fe/H]
13558,[Fe/H]
13559,[Fe/H]
13565,[Fe/H]
13566,[Fe/H]
13567,[Fe/H]
13569,[Fe/H]
13572,[Fe/H]
13574,[Fe/H]
13581,[Fe/H]
13582,[Fe/H]
13583,[Fe/H]
13585,[Fe/H]
13586,[Fe/H]
13588,[Fe/H]
13591,[Fe/H]
13595,[Fe/H]
13596,[Fe/H]
13597,[Fe/H]
13598,[Fe/H]
13601,[Fe/H]
13603,[M/H]
13604,[Fe/H]
13607,[Fe/H]
13608,[Fe/H]
13610,[Fe/H]
13612,[Fe/H]
13613,[Fe/H]
13614,[M/H]
13618,[Fe/H]
13619,[Fe/H]
13622,[Fe/H]
13623,[Fe/H]
13625,[Fe/H]
13627,[Fe/H]
13628,[Fe/H]
13634,[Fe/H]
13636,[Fe/H]
13637,[Fe/H]
13640,[Fe/H]
13644,[Fe/H]
13645,[Fe/H]
13646,[Fe/H]
13649,[Fe/H]
13650,[Fe/H]
13651,[Fe/H]
13653,[Fe/H]
13654,[Fe/H]
13656,[M/H]
13657,[Fe/H]
13661,[Fe/H]
13663,[Fe/H]
13666,[Fe/H]
13667,[Fe/H]
13669,[Fe/H]
13670,[Fe/H]
13671,[Fe/H]
13674,[Fe/H]
13675,[Fe/H]
13677,[Fe/H]
13678,[Fe/H]
13680,[Fe/H]
13682,[Fe/H]
13683,[M/H]
13684,[Fe/H]
13685,[Fe/H]
13687,[Fe/H]
13689,[Fe/H]
13691,[Fe/H]
13696,[Fe/H]
13698,[Fe/H]
13700,[Fe/H]
13701,[Fe/H]
13703,[Fe/H]
13704,[Fe/H]
13706,[Fe/H]
13707,[Fe/H]
13713,[Fe/H]
13714,[Fe/H]
13715,[Fe/H]
13718,[Fe/H]
13720,[Fe/H]
13722,[Fe/H]
13724,[Fe/H]
13725,[Fe/H]
13727,[Fe/H]
13728,[Fe/H]
13730,[Fe/H]
13733,[Fe/H]
13734,[Fe/H]
13736,[Fe/H]
13737,[Fe/H]
13738,[Fe/H]
13739,[Fe/H]
13742,[M/H]
13744,[Fe/H]
13752,[Fe/H]
13753,[Fe/H]
13755,[Fe/H]
13757,[Fe/H]
13758,[Fe/H]
13760,[Fe/H]
13761,[Fe/H]
13765,[Fe/H]
13766,[M/H]
13767,[Fe/H]
13768,[Fe/H]
13769,[Fe/H]
13772,[Fe/H]
13778,[Fe/H]
13779,[Fe/H]
13780,[Fe/H]
13781,[Fe/H]
13782,[M/H]
13783,[Fe/H]
13784,[Fe/H]
13790,[Fe/H]
13791,[Fe/H]
13792,[Fe/H]
13793,[M/H]
13794,[Fe/H]
13795,[Fe/H]
13796,[Fe/H]
13797,[Fe/H]
13798,[Fe/H]
13802,[Fe/H]
13803,[Fe/H]
13807,[Fe/H]
13812,[Fe/H]
13813,[Fe/H]
13816,[Fe/H]
13817,[Fe/H]
13818,[Fe/H]
13821,[Fe/H]
13823,[Fe/H]
13828,[Fe/H]
13829,[Fe/H]
13831,[Fe/H]
13832,[Fe/H]
13833,[Fe/H]
13835,[Fe/H]
13836,[Fe/H]
13839,[Fe/H]
13840,[M/H]
13843,[Fe/H]
13845,[Fe/H]
13846,[Fe/H]
13852,[M/H]
13855,[Fe/H]
13856,[Fe/H]
13857,[Fe/H]
13858,[Fe/H]
13859,[Fe/H]
13860,[Fe/H]
13861,[Fe/H]
13865,[Fe/H]
13867,[Fe/H]
13870,[Fe/H]
13871,[Fe/H]
13873,[Fe/H]
13875,[Fe/H]
13877,[Fe/H]
13878,[Fe/H]
13880,[Fe/H]
13881,[Fe/H]
13882,[Fe/H]
13886,[Fe/H]
13889,[Fe/H]
13892,[Fe/H]
13894,[M/H]
13895,[Fe/H]
13897,[Fe/H]
13898,[Fe/H]
13901,[Fe/H]
13903,[Fe/H]
13906,[Fe/H]
13907,[Fe/H]
13910,[Fe/H]
13911,[Fe/H]
13913,[Fe/H]
13915,[M/H]
13916,[Fe/H]
13917,[Fe/H]
13920,[Fe/H]
13924,[Fe/H]
13926,[Fe/H]
13927,[Fe/H]
13929,[Fe/H]
13930,[Fe/H]
13931,[Fe/H]
13932,[Fe/H]
13933,[Fe/H]
13935,[Fe/H]
13938,[Fe/H]
13939,[Fe/H]
13940,[Fe/H]
13944,[Fe/H]
13947,[Fe/H]
13948,[Fe/H]
13949,[Fe/H]
13950,[Fe/H]
13951,[Fe/H]
13952,[Fe/H]
13955,[Fe/H]
13956,[Fe/H]
13958,[Fe/H]
13963,[Fe/H]
13964,[Fe/H]
13969,[Fe/H]
13970,[Fe/H]
13973,[Fe/H]
13976,[Fe/H]
13979,[Fe/H]
13980,[Fe/H]
13982,[Fe/H]
13985,[Fe/H]
13987,[Fe/H]
13988,[Fe/H]
13989,[Fe/H]
13991,[M/H]
13994,[Fe/H]
13996,[Fe/H]
13997,[Fe/H]
13998,[Fe/H]
13999,[Fe/H]
14000,[Fe/H]
14003,[Fe/H]
14005,[Fe/H]
14007,[Fe/H]
14009,[Fe/H]
14011,[Fe/H]
14016,[Fe/H]
14020,[Fe/H]
14022,[Fe/H]
14023,[Fe/H]
14024,[Fe/H]
14025,[Fe/H]
14026,[Fe/H]
14030,[Fe/H]
14032,[Fe/H]
14035,[Fe/H]
14037,[Fe/H]
14038,[Fe/H]
14044,[Fe/H]
14048,[Fe/H]
14052,[Fe/H]
14054,[Fe/H]
14057,[Fe/H]
14062,[Fe/H]
14063,[Fe/H]
14065,[Fe/H]
14066,[Fe/H]
14067,[M/H]
14069,[Fe/H]
14070,[Fe/H]
14073,[Fe/H]
14075,[Fe/H]
14078,[Fe/H]
14080,[Fe/H]
14081,[Fe/H]
14082,[Fe/H]
14087,[Fe/H]
14089,[Fe/H]
14091,[Fe/H]
14093,[Fe/H]
14096,[Fe/H]
14097,[Fe/H]
14098,[Fe/H]
14101,[Fe/H]
14102,[Fe/H]
14103,[Fe/H]
14105,[M/H]
14106,[Fe/H]
14110,[Fe/H]
14111,[Fe/H]
14112,[Fe/H]
14113,[Fe/H]
14115,[Fe/H]
14116,[Fe/H]
14117,[Fe/H]
14120,[Fe/H]
14122,[Fe/H]
14125,[Fe/H]
14129,[Fe/H]
14133,[Fe/H]
14134,[Fe/H]
14135,[Fe/H]
14137,[Fe/H]
14138,[Fe/H]
14140,[Fe/H]
14144,[M/H]
14145,[Fe/H]
14146,[Fe/H]
14150,[Fe/H]
14152,[Fe/H]
14155,[Fe/H]
14157,[Fe/H]
14158,[Fe/H]
14159,[Fe/H]
14162,[Fe/H]
14163,[Fe/H]
14164,[Fe/H]
14165,[Fe/H]
14166,[Fe/H]
14173,[Fe/H]
14176,[Fe/H]
14178,[Fe/H]
14180,[M/H]
14182,[Fe/H]
14184,[Fe/H]
14185,[Fe/H]
14186,[Fe/H]
14188,[Fe/H]
14189,[M/H]
14194,[Fe/H]
14195,[Fe/H]
14196,[Fe/H]
14197,[Fe/H]
14198,[Fe/H]
14199,[Fe/H]
14202,[Fe/H]
14205,[Fe/H]
14207,[Fe/H]
14208,[Fe/H]
14209,[Fe/H]
14212,[Fe/H]
14214,[Fe/H]
14218,[Fe/H]
14219,[Fe/H]
14223,[Fe/H]
14224,[Fe/H]
14225,[Fe/H]
14228,[Fe/H]
14230,[Fe/H]
14232,[Fe/H]
14233,[Fe/H]
14241,[Fe/H]
14245,[Fe/H]
14246,[Fe/H]
14247,[Fe/H]
14248,[Fe/H]
14250,[Fe/H]
14252,[Fe/H]
14259,[M/H]
14260,[Fe/H]
14261,[Fe/H]
14265,[Fe/H]
14266,[Fe/H]
14267,[Fe/H]
14268,[Fe/H]
14269,[Fe/H]
14270,[Fe/H]
14271,[Fe/H]
14272,[M/H]
14274,[Fe/H]
14276,[Fe/H]
14278,[Fe/H]
14279,[Fe/H]
14280,[Fe/H]
14284,[Fe/H]
14287,[Fe/H]
14288,[Fe/H]
14289,[Fe/H]
14290,[Fe/H]
14293,[Fe/H]
14297,[Fe/H]
14300,[Fe/H]
14301,[Fe/H]
14302,[M/H]
14303,[Fe/H]
14304,[Fe/H]
14308,[Fe/H]
14312,[Fe/H]
14313,[Fe/H]
14320,[Fe/H]
14321,[Fe/H]
14322,[Fe/H]
14323,[Fe/H]
14324,[Fe/H]
14327,[Fe/H]
14330,[Fe/H]
14333,[Fe/H]
14335,[Fe/H]
14336,[Fe/H]
14338,[Fe/H]
14342,[Fe/H]
14343,[Fe/H]
14344,[Fe/H]
14347,[Fe/H]
14349,[Fe/H]
14353,[Fe/H]
14355,[Fe/H]
14356,[Fe/H]
14357,[Fe/H]
14360,[Fe/H]
14361,[Fe/H]
14363,[Fe/H]
14365,[Fe/H]
14368,[Fe/H]
14371,[Fe/H]
14374,[Fe/H]
14375,[Fe/H]
14377,[Fe/H]
14381,[Fe/H]
14382,[Fe/H]
14383,[Fe/H]
14384,[Fe/H]
14388,[Fe/H]
14390,[Fe/H]
14393,[Fe/H]
14394,[Fe/H]
14397,[Fe/H]
14399,[Fe/H]
14401,[Fe/H]
14402,[Fe/H]
14406,[Fe/H]
14410,[Fe/H]
14412,[Fe/H]
14413,[Fe/H]
14414,[Fe/H]
14419,[Fe/H]
14420,[Fe/H]
14422,[Fe/H]
14423,[Fe/H]
14425,[Fe/H]
14426,[Fe/H]
14427,[Fe/H]
14430,[Fe/H]
14432,[Fe/H]
14433,[Fe/H]
14434,[Fe/H]
14437,[Fe/H]
14438,[Fe/H]
14439,[Fe/H]
14440,[Fe/H]
14442,[Fe/H]
14448,[Fe/H]
14449,[Fe/H]
14452,[Fe/H]
14453,[Fe/H]
14457,[Fe/H]
14458,[Fe/H]
14461,[Fe/H]
14464,[Fe/H]
14466,[Fe/H]
14467,[Fe/H]
14469,[Fe/H]
14471,[Fe/H]
14473,[Fe/H]
14474,[Fe/H]
14477,[Fe/H]
14478,[Fe/H]
14481,[Fe/H]
14482,[Fe/H]
14484,[Fe/H]
14487,[Fe/H]
14491,[Fe/H]
14492,[Fe/H]
14495,[Fe/H]
14498,[Fe/H]
14499,[Fe/H]
14501,[Fe/H]
14502,[Fe/H]
14503,[Fe/H]
14506,[Fe/H]
14508,[Fe/H]
14510,[M/H]
14511,[Fe/H]
14512,[Fe/H]
14516,[Fe/H]
14517,[M/H]
14518,[Fe/H]
14519,[Fe/H]
14524,[Fe/H]
14526,[Fe/H]
14527,[Fe/H]
14528,[Fe/H]
14531,[Fe/H]
14533,[Fe/H]
14536,[Fe/H]
14537,[Fe/H]
14538,[Fe/H]
14542,[Fe/H]
14544,[Fe/H]
14548,[Fe/H]
14549,[Fe/H]
14552,[Fe/H]
14553,[Fe/H]
14558,[Fe/H]
14559,[Fe/H]
14560,[Fe/H]
14562,[Fe/H]
14564,[Fe/H]
14565,[Fe/H]
14567,[Fe/H]
14568,[Fe/H]
14570,[Fe/H]
14575,[Fe/H]
14576,[Fe/H]
14578,[Fe/H]
14580,[Fe/H]
14581,[Fe/H]
14585,[Fe/H]
14588,[Fe/H]
14589,[Fe/H]
14590,[Fe/H]
14591,[M/H]
14593,[M/H]
14597,[Fe/H]
14598,[Fe/H]
14601,[Fe/H]
14603,[Fe/H]
14604,[Fe/H]
14605,[Fe/H]
14607,[Fe/H]
14609,[Fe/H]
14610,[Fe/H]
14611,[Fe/H]
14614,[Fe/H]
14616,[Fe/H]
14618,[Fe/H]
14622,[Fe/H]
14623,[Fe/H]
14628,[Fe/H]
14629,[Fe/H]
14630,[Fe/H]
14631,[Fe/H]
14632,[Fe/H]
14633,[Fe/H]
14634,[Fe/H]
14636,[Fe/H]
14638,[Fe/H]
14643,[Fe/H]
14645,[Fe/H]
14646,[Fe/H]
14647,[Fe/H]
14649,[Fe/H]
14654,[Fe/H]
14656,[Fe/H]
14657,[Fe/H]
14658,[Fe/H]
14659,[Fe/H]
14663,[Fe/H]
14665,[Fe/H]
14666,[Fe/H]
14668,[Fe/H]
14669,[Fe/H]
14670,[Fe/H]
14673,[Fe/H]
14674,[Fe/H]
14675,[Fe/H]
14680,[Fe/H]
14682,[Fe/H]
14684,[Fe/H]
14686,[Fe/H]
14688,[Fe/H]
14689,[Fe/H]
14695,[Fe/H]
14697,[Fe/H]
14698,[Fe/H]
14702,[Fe/H]
14704,[Fe/H]
14705,[Fe/H]
14707,[Fe/H]
14710,[Fe/H]
14711,[Fe/H]
14712,[Fe/H]
14716,[Fe/H]
14717,[Fe/H]
14718,[Fe/H]
14720,[Fe/H]
14722,[M/H]
14723,[Fe/H]
14725,[M/H]
14729,[Fe/H]
14730,[Fe/H]
14732,[Fe/H]
14733,[Fe/H]
14736,[Fe/H]
14737,[Fe/H]
14739,[Fe/H]
14741,[Fe/H]
14743,[Fe/H]
14745,[Fe/H]
14746,[Fe/H]
14747,[Fe/H]
14751,[M/H]
14754,[Fe/H]
14755,[Fe/H]
14757,[Fe/H]
14759,[Fe/H]
14761,[Fe/H]
14762,[Fe/H]
14764,[Fe/H]
14765,[Fe/H]
14766,[Fe/H]
14767,[Fe/H]
14769,[Fe/H]
14770,[Fe/H]
14777,[Fe/H]
14779,[Fe/H]
14781,[Fe/H]
14783,[Fe/H]
14786,[Fe/H]
14787,[Fe/H]
14788,[Fe/H]
14790,[Fe/H]
14792,[Fe/H]
14795,[Fe/H]
14798,[Fe/H]
14799,[Fe/H]
14802,[Fe/H]
14803,[Fe/H]
14808,[Fe/H]
14811,[Fe/H]
14812,[Fe/H]
14814,[Fe/H]
14815,[Fe/H]
14816,[Fe/H]
14817,[Fe/H]
14820,[Fe/H]
14821,[Fe/H]
14827,[Fe/H]
14828,[Fe/H]
14829,[Fe/H]
14830,[Fe/H]
14832,[Fe/H]
14833,[Fe/H]
14834,[Fe/H]
14835,[Fe/H]
14839,[Fe/H]
14840,[Fe/H]
14842,[Fe/H]
14845,[Fe/H]
14846,[Fe/H]
14847,[Fe/H]
14849,[Fe/H]
14851,[Fe/H]
14853,[Fe/H]
14855,[Fe/H]
14857,[Fe/H]
14858,[M/H]
14859,[Fe/H]
14860,[Fe/H]
14864,[Fe/H]
14865,[Fe/H]
14867,[Fe/H]
14870,[Fe/H]
14871,[Fe/H]
14872,[Fe/H]
14875,[Fe/H]
14879,[Fe/H]
14880,[Fe/H]
14882,[Fe/H]
14884,[Fe/H]
14887,[Fe/H]
14888,[M/H]
14889,[Fe/H]
14891,[Fe/H]
14892,[Fe/H]
14893,[Fe/H]
14897,[Fe/H]
14898,[Fe/H]
14899,[Fe/H]
14906,[Fe/H]
14911,[Fe/H]
14912,[Fe/H]
14913,[Fe/H]
14914,[Fe/H]
14918,[Fe/H]
14920,[Fe/H]
14921,[Fe/H]
14923,[Fe/H]
14927,[Fe/H]
14928,[Fe/H]
14931,[Fe/H]
14932,[Fe/H]
14934,[Fe/H]
14935,[Fe/H]
14936,[Fe/H]
14938,[Fe/H]
14939,[Fe/H]
14941,[Fe/H]
14942,[Fe/H]
14947,[Fe/H]
14949,[Fe/H]
14951,[Fe/H]
14954,[Fe/H]
14956,[Fe/H]
14957,[Fe/H]
14960,[Fe/H]
14962,[Fe/H]
14963,[Fe/H]
14964,[Fe/H]
14965,[Fe/H]
14966,[Fe/H]
14971,[Fe/H]
14972,[Fe/H]
14975,[Fe/H]
14976,[Fe/H]
14977,[Fe/H]
14979,[Fe/H]
14980,[Fe/H]
14983,[Fe/H]
14985,[M/H]
14987,[Fe/H]
14988,[Fe/H]
14990,[Fe/H]
14991,[Fe/H]
14995,[Fe/H]
14997,[Fe/H]
14999,[Fe/H]
15000,[Fe/H]
15001,[Fe/H]
15003,[Fe/H]
15007,[Fe/H]
15010,[Fe/H]
15012,[Fe/H]
15013,[Fe/H]
15014,[Fe/H]
15016,[Fe/H]
15017,[Fe/H]
15021,[M/H]
15022,[Fe/H]
15023,[Fe/H]
15024,[Fe/H]
15025,[Fe/H]
15031,[Fe/H]
15032,[Fe/H]
15034,[Fe/H]
15035,[Fe/H]
15036,[M/H]
15039,[Fe/H]
15041,[Fe/H]
15043,[Fe/H]
15045,[Fe/H]
15048,[Fe/H]
15049,[Fe/H]
15050,[Fe/H]
15053,[Fe/H]
15054,[Fe/H]
15056,[Fe/H]
15057,[Fe/H]
15058,[Fe/H]
15065,[Fe/H]
15066,[Fe/H]
15067,[Fe/H]
15069,[Fe/H]
15070,[Fe/H]
15071,[Fe/H]
15072,[M/H]
15073,[Fe/H]
15075,[Fe/H]
15076,[Fe/H]
15078,[Fe/H]
15079,[Fe/H]
15083,[Fe/H]
15086,[Fe/H]
15087,[Fe/H]
15089,[Fe/H]
15090,[Fe/H]
15091,[M/H]
15092,[Fe/H]
15094,[Fe/H]
15098,[Fe/H]
15100,[Fe/H]
15101,[Fe/H]
15104,[Fe/H]
15106,[Fe/H]
15108,[Fe/H]
15111,[Fe/H]
15114,[Fe/H]
15115,[Fe/H]
15116,[Fe/H]
15118,[Fe/H]
15119,[Fe/H]
15120,[M/H]
15121,[Fe/H]
15123,[Fe/H]
15126,[Fe/H]
15127,[Fe/H]
15129,[Fe/H]
15135,[Fe/H]
15141,[Fe/H]
15143,[Fe/H]
15144,[Fe/H]
15145,[Fe/H]
15146,[Fe/H]
15148,[Fe/H]
15149,[M/H]
15150,[Fe/H]
15151,[Fe/H]
15153,[Fe/H]
15156,[Fe/H]
15159,[Fe/H]
15161,[Fe/H]
15163,[Fe/H]
15167,[Fe/H]
15168,[Fe/H]
15169,[Fe/H]
15172,[Fe/H]
15176,[Fe/H]
15177,[Fe/H]
15179,[Fe/H]
15180,[M/H]
15183,[Fe/H]
15184,[Fe/H]
15185,[Fe/H]
15187,[Fe/H]
15189,[Fe/H]
15192,[Fe/H]
15193,[Fe/H]
15195,[Fe/H]
15196,[Fe/H]
15197,[Fe/H]
15199,[M/H]
15200,[Fe/H]
15201,[Fe/H]
15204,[Fe/H]
15205,[Fe/H]
15206,[Fe/H]
15207,[Fe/H]
15209,[Fe/H]
15213,[Fe/H]
15217,[Fe/H]
15218,[Fe/H]
15219,[Fe/H]
15220,[Fe/H]
15222,[Fe/H]
15224,[Fe/H]
15226,[Fe/H]
15228,[Fe/H]
15229,[Fe/H]
15230,[Fe/H]
15232,[M/H]
15234,[Fe/H]
15240,[Fe/H]
15241,[Fe/H]
15242,[M/H]
15243,[Fe/H]
15246,[Fe/H]
15247,[Fe/H]
15248,[Fe/H]
15255,[Fe/H]
15256,[Fe/H]
15257,[M/H]
15258,[Fe/H]
15259,[Fe/H]
15260,[Fe/H]
15261,[Fe/H]
15265,[Fe/H]
15266,[Fe/H]
15267,[Fe/H]
15268,[Fe/H]
15270,[Fe/H]
15274,[Fe/H]
15276,[Fe/H]
15278,[Fe/H]
15280,[Fe/H]
15281,[Fe/H]
15285,[Fe/H]
15286,[Fe/H]
15287,[Fe/H]
15288,[M/H]
15290,[Fe/H]
15292,[Fe/H]
15296,[Fe/H]
15298,[Fe/H]
15299,[Fe/H]
15302,[Fe/H]
15305,[Fe/H]
15306,[Fe/H]
15307,[Fe/H]
15310,[Fe/H]
15312,[Fe/H]
15314,[Fe/H]
15316,[Fe/H]
15317,[M/H]
15318,[Fe/H]
15320,[Fe/H]
15323,[Fe/H]
15324,[Fe/H]
15327,[Fe/H]
15329,[Fe/H]
15331,[Fe/H]
15332,[Fe/H]
15334,[Fe/H]
15336,[Fe/H]
15339,[Fe/H]
15342,[Fe/H]
15343,[M/H]
15345,[Fe/H]
15346,[Fe/H]
15347,[Fe/H]
15349,[Fe/H]
15354,[Fe/H]
15356,[Fe/H]
15361,[Fe/H]
15362,[Fe/H]
15364,[Fe/H]
15365,[Fe/H]
15367,[Fe/H]
15368,[Fe/H]
15370,[Fe/H]
15371,[Fe/H]
15373,[Fe/H]
15377,[Fe/H]
15378,[Fe/H]
15381,[Fe/H]
15383,[Fe/H]
15385,[Fe/H]
15386,[Fe/H]
15388,[Fe/H]
15389,[Fe/H]
15391,[Fe/H]
15395,[Fe/H]
15399,[Fe/H]
15400,[Fe/H]
15401,[Fe/H]
15404,[Fe/H]
15407,[Fe/H]
15408,[Fe/H]
15409,[Fe/H]
15410,[Fe/H]
15412,[Fe/H]
15415,[Fe/H]
15417,[Fe/H]
15418,[Fe/H]
15419,[Fe/H]
15422,[Fe/H]
15424,[Fe/H]
15429,[Fe/H]
15431,[Fe/H]
15432,[Fe/H]
15434,[Fe/H]
15435,[Fe/H]
15437,[Fe/H]
15440,[Fe/H]
15445,[Fe/H]
15446,[Fe/H]
15447,[Fe/H]
15448,[Fe/H]
15449,[Fe/H]
15450,[Fe/H]
15453,[Fe/H]
15454,[Fe/H]
15459,[M/H]
15460,[Fe/H]
15463,[Fe/H]
15464,[Fe/H]
15465,[Fe/H]
15469,[Fe/H]
15470,[Fe/H]
15474,[Fe/H]
15475,[Fe/H]
15477,[Fe/H]
15478,[Fe/H]
15481,[Fe/H]
15483,[M/H]
15485,[Fe/H]
15489,[Fe/H]
15490,[Fe/H]
15491,[Fe/H]
15493,[Fe/H]
15496,[Fe/H]
15497,[Fe/H]
15498,[Fe/H]
15502,[Fe/H]
15506,[Fe/H]
15507,[Fe/H]
15509,[Fe/H]
15514,[Fe/H]
15515,[Fe/H]
15518,[Fe/H]
15519,[Fe/H]
15520,[Fe/H]
15521,[Fe/H]
15525,[Fe/H]
15527,[Fe/H]
15529,[Fe/H]
15530,[Fe/H]
15532,[Fe/H]
15534,[Fe/H]
15536,[M/H]
15537,[Fe/H]
15540,[Fe/H]
15541,[Fe/H]
15545,[Fe/H]
15546,[Fe/H]
15548,[Fe/H]
15550,[Fe/H]
15551,[Fe/H]
15555,[M/H]
15557,[Fe/H]
15558,[Fe/H]
15559,[Fe/H]
15562,[Fe/H]
15565,[Fe/H]
15566,[Fe/H]
15567,[Fe/H]
15568,[Fe/H]
15571,[Fe/H]
15573,[Fe/H]
15578,[Fe/H]
15579,[Fe/H]
15580,[Fe/H]
15582,[Fe/H]
15583,[Fe/H]
15588,[Fe/H]
15591,[Fe/H]
15593,[Fe/H]
15594,[Fe/H]
15595,[Fe/H]
15597,[Fe/H]
15601,[Fe/H]
15605,[Fe/H]
15606,[Fe/H]
15609,[Fe/H]
15610,[Fe/H]
15611,[Fe/H]
15613,[Fe/H]
15615,[Fe/H]
15617,[Fe/H]
15618,[Fe/H]
15625,[Fe/H]
15626,[Fe/H]
15630,[Fe/H]
15631,[Fe/H]
15632,[Fe/H]
15636,[Fe/H]
15637,[Fe/H]
15638,[Fe/H]
15639,[Fe/H]
15640,[Fe/H]
15643,[M/H]
15644,[Fe/H]
15646,[Fe/H]
15647,[Fe/H]
15649,[M/H]
15651,[Fe/H]
15652,[Fe/H]
15653,[Fe/H]
15657,[Fe/H]
15658,[Fe/H]
15660,[Fe/H]
15661,[Fe/H]
15662,[Fe/H]
15664,[Fe/H]
15669,[Fe/H]
15670,[Fe/H]
15671,[Fe/H]
15673,[Fe/H]
15678,[Fe/H]
15679,[Fe/H]
15680,[Fe/H]
15682,[Fe/H]
15684,[Fe/H]
15686,[Fe/H]
15688,[Fe/H]
15690,[Fe/H]
15693,[Fe/H]
15695,[Fe/H]
15696,[Fe/H]
15698,[Fe/H]
15700,[Fe/H]
15702,[Fe/H]
15703,[Fe/H]
15706,[Fe/H]
15709,[Fe/H]
15711,[Fe/H]
15714,[Fe/H]
15716,[Fe/H]
15717,[Fe/H]
15720,[Fe/H]
15721,[M/H]
15723,[Fe/H]
15724,[Fe/H]
15725,[Fe/H]
15730,[Fe/H]
15733,[Fe/H]
15735,[Fe/H]
15738,[Fe/H]
15740,[Fe/H]
15741,[Fe/H]
15744,[Fe/H]
15746,[Fe/H]
15748,[Fe/H]
15751,[Fe/H]
15752,[Fe/H]
15753,[Fe/H]
15757,[M/H]
