sy_dist,count
587.039,17
20.3632,17
153.242,17
9.7221,17
680.54,17
1091.63,17
154.273,17
267.206,17
758.753,17
860.37,17
527.995,17
739.412,17
12.5591,17
39.6245,17
899.777,17
18.284,17
855.82,17
191.904,17
22.0016,17
639.411,17
46.2845,17
289.827,17
690.525,17
75.8643,17
784.56,17
1780.38,17
938.417,17
1177.55,17
68.173,17
812.524,17
845.97,17
2305.01,17
835.356,17
555.189,17
40.8991,17
1273.51,17
758.469,17
1086.24,17
1072.88,17
722.795,17
230.869,17
679.361,17
802.163,17
1042.27,17
682.882,16
147.527,16
29.1864,16
33.3622,16
487.916,16
491.406,16
1198.03,16
568.546,16
338.522,16
88.7832,16
41.5681,16
129.603,16
1049.19,16
943.444,16
37.6681,16
1379.43,16
1486.7,16
1028.16,16
955.536,16
687.094,16
784.23,16
1935.04,16
320.588,16
29.5529,16
646.647,16
81.3795,16
38.185,16
17.3357,16
22.0158,16
21.9532,16
22.4035,16
848.023,16
1418.77,16
686.284,16
1141.08,16
12.9363,16
392.739,16
440.561,16
843.695,16
431.776,16
619.146,16
982.383,16
335.079,16
27.9243,16
17.3181,16
1396.41,16
932.446,16
1393.85,16
481.667,15
905.825,15
614.859,15
615.66,15
1273.78,15
445.656,15
400.907,15
45.9665,15
579.273,15
1011.36,15
268.041,15
14.1024,15
999.64,15
2140.6,15
62.7674,15
377.06,15
992.852,15
634.906,15
350.315,15
122.881,15
208.369,15
698.646,15
830.638,15
284.916,15
348.646,15
40.8707,15
8.79687,15
1221.96,15
1859.78,15
839.332,15
18.2704,15
914.699,15
1274.01,15
1222.54,15
45.9548,15
515.98,15
1878.31,15
194.642,15
16.9922,15
1017.8,15
47.2899,15
1047.84,15
1076.27,15
194.033,15
1151.73,15
776.708,15
309.596,15
1358.95,15
803.052,15
921.784,15
726.346,15
33.5369,15
1023.85,15
158.979,15
865.546,15
945.454,15
350.455,15
617.55,15
459.076,15
2002.96,15
397.292,15
1217.82,15
109.308,15
55.5867,15
31.6634,15
1232.29,15
822.96,15
26.1597,15
292.111,15
21.9496,15
18.2912,15
268.325,14
250.956,14
427.246,14
405.908,14
639.239,14
228.439,14
391.644,14
324.618,14
563.493,14
331.545,14
386.177,14
30.8248,14
85.6922,14
1140.95,14
313.068,14
574.314,14
983.245,14
45.147,14
1745.77,14
338.368,14
630.785,14
1068.33,14
35.9864,14
1249.41,14
36.6625,14
307.318,14
35.5318,14
531.944,14
487.525,14
751.776,14
614.648,14
422.269,14
265.482,14
2300.53,14
415.205,14
157.682,14
268.2,14
213.26,14
908.805,14
822.134,14
381.773,14
1475.6,14
46.6224,14
1506.58,14
298.532,14
1351.17,14
1498.58,14
2065.59,14
188.959,14
558.81,14
1125.3,14
47.3963,14
769.096,14
538.807,14
73.0961,14
1291.47,14
9.47045,14
37.7781,14
642.051,14
711.509,14
500.395,14
113.025,14
1059.51,14
935.191,14
185.875,14
592.711,14
866.826,14
928.989,14
1898.26,14
414.825,14
134.554,14
1252.13,14
1257.16,14
38.92,14
241.991,14
532.955,14
173.354,14
276.881,14
938.715,14
1490.94,14
939.744,14
1131.19,14
1063.58,14
1302.33,14
1065.37,14
5600.0,14
1202.96,14
54.1955,14
163.553,13
1115.62,13
268.003,13
45.8993,13
545.063,13
986.364,13
467.568,13
1216.58,13
609.638,13
188.158,13
324.423,13
259.639,13
1010.01,13
607.916,13
758.702,13
673.01,13
1455.5,13
394.804,13
667.604,13
553.077,13
466.265,13
442.871,13
17.9055,13
654.549,13
562.116,13
489.435,13
306.91,13
482.119,13
1485.82,13
279.115,13
991.336,13
1151.51,13
1023.06,13
2302.45,13
784.618,13
2063.41,13
1168.26,13
1033.93,13
918.21,13
342.254,13
295.196,13
1954.08,13
1826.15,13
922.244,13
1492.48,13
1023.07,13
1731.27,13
633.66,13
1357.75,13
1131.73,13
43.0399,13
969.918,13
39.5792,13
9.2894,13
781.582,13
1318.05,13
1173.57,13
451.794,13
636.03,13
513.748,13
1665.31,13
1416.44,13
1277.33,13
1995.57,13
1491.76,13
774.152,13
992.071,13
1156.83,13
1228.83,13
591.776,13
1394.22,13
664.843,13
1448.34,13
624.575,13
35.1205,13
686.923,13
1979.25,13
1661.87,13
489.253,13
278.987,13
44.8264,13
1089.87,13
2083.37,13
1327.44,13
2805.48,13
2497.51,13
926.598,13
853.119,13
762.081,13
831.842,13
60.8447,13
97.2396,13
842.947,13
991.214,13
721.027,13
760.43,13
274.767,13
1770.27,13
1068.68,13
830.707,13
1765.23,13
1921.15,13
916.706,13
1157.21,13
695.059,13
1005.43,13
205.118,13
1370.65,13
1442.02,13
727.904,13
424.428,13
32.0104,13
776.55,13
449.964,13
1705.99,13
509.408,13
38.0615,13
34.0883,13
49.4156,13
635.643,13
984.307,13
372.05,13
839.784,13
761.966,13
786.091,13
1130.21,13
547.026,13
917.804,13
850.242,13
557.787,13
1395.56,13
1445.53,13
861.494,13
1355.28,13
284.761,13
737.702,13
558.517,13
619.723,13
1159.31,13
1215.11,13
398.676,13
503.568,13
1775.8,13
1480.16,13
946.683,13
1065.82,13
1421.81,13
785.137,13
1153.13,13
973.76,13
769.2,13
663.418,13
703.168,13
54.7901,13
287.339,13
1076.28,13
2251.03,13
931.192,13
817.584,13
1315.26,13
972.274,13
1019.26,13
440.426,13
780.585,13
639.771,13
25.4111,13
289.205,13
443.106,13
938.168,13
283.155,13
1064.47,13
446.844,13
485.318,13
693.766,13
787.894,13
1209.4,13
983.697,13
1484.46,13
925.037,13
664.306,13
1387.2,13
614.571,13
1633.49,13
1588.41,13
1009.87,13
1040.1,13
1266.34,13
1425.47,13
985.699,13
638.49,13
961.405,13
1458.59,13
985.041,13
1482.74,13
1259.28,13
524.247,13
541.432,13
530.765,13
323.899,13
37.8478,13
703.758,13
613.179,13
867.271,13
1848.84,13
585.187,13
1389.27,13
1201.4,13
779.596,13
2046.68,13
575.322,13
1073.76,13
593.54,13
1688.12,13
467.37,13
8.80058,13
4.67517,13
980.035,13
413.873,13
134.397,13
66.4074,13
788.238,13
843.689,13
973.121,13
901.907,13
1104.04,13
944.561,13
998.961,13
532.726,13
1165.66,13
431.051,13
1127.12,13
1378.47,13
10.3796,13
460.91,13
552.55,13
1221.05,13
619.862,13
378.972,13
1039.03,13
1499.66,13
646.667,13
567.556,13
52.0018,13
24.0125,13
130.645,13
638.301,13
568.148,13
723.875,13
504.667,13
771.471,13
682.896,13
853.977,13
31.1415,13
983.502,13
1056.36,13
850.327,13
674.598,13
2097.12,13
661.876,13
992.769,13
565.207,13
863.037,13
564.277,13
390.374,13
1060.68,13
436.016,13
963.18,13
818.001,13
1019.65,13
1198.25,13
1195.54,13
1593.13,13
939.455,13
1259.46,13
1976.05,13
879.683,13
1182.22,13
1082.16,13
1242.62,13
791.625,13
1375.18,13
1180.9,13
1661.28,13
839.255,13
1619.03,13
5.75624,13
17.5559,13
504.605,13
627.455,13
651.318,13
711.297,13
420.817,13
598.313,13
1712.12,13
2340.58,13
570.727,13
1285.59,13
1162.91,13
540.134,13
1430.84,13
455.358,13
1855.7,13
1174.46,13
1551.54,13
1439.47,13
544.163,13
1404.94,13
777.025,13
634.58,13
897.783,13
2176.08,13
1575.23,13
1107.5,13
112.705,13
569.185,13
174.234,13
981.779,13
253.867,13
1165.34,13
978.125,13
529.268,13
28.8274,13
457.709,13
252.762,13
312.798,13
302.955,13
685.599,13
462.322,13
439.4,13
28.2697,13
757.791,13
290.843,13
400.289,13
1206.37,13
1114.24,13
1153.98,13
538.481,13
557.193,13
889.426,13
2921.99,13
882.324,13
1354.46,13
1003.26,13
1593.7,13
897.352,13
1493.43,13
1519.25,13
484.891,13
1246.43,13
902.204,13
648.979,13
514.524,13
1617.07,13
891.192,13
1105.95,13
717.555,13
805.562,13
1734.43,13
744.294,13
1054.87,13
664.83,13
801.993,13
583.641,13
1840.77,13
1097.23,13
1075.81,13
436.505,13
1045.92,13
556.168,13
2004.72,13
753.723,13
849.036,13
830.712,13
1025.03,13
1119.87,13
934.49,13
536.323,13
1053.04,13
611.115,13
1904.54,13
2126.85,13
415.218,13
459.957,13
559.598,13
1347.52,13
1125.72,13
623.706,13
515.453,13
1364.22,13
1178.7,13
916.749,13
540.604,13
1064.31,13
1632.13,13
862.186,13
968.722,13
687.615,13
317.022,13
1175.22,13
698.485,13
762.019,13
1754.19,13
505.531,13
1176.53,13
1316.57,13
807.812,13
729.227,13
661.022,13
1258.36,13
1347.71,13
840.503,13
880.895,13
961.907,13
802.116,13
918.566,13
922.333,13
743.03,13
123.438,13
455.336,13
289.907,13
246.61,13
253.295,13
750.04,13
1591.04,13
99.0688,13
332.443,13
588.715,13
944.241,13
1175.38,13
1717.48,13
782.852,13
831.685,13
508.809,13
1311.23,13
465.612,13
1017.2,13
608.738,13
471.782,13
2093.62,13
1260.78,13
1088.36,13
216.354,13
1349.43,13
342.509,13
1304.19,13
820.905,13
752.666,13
522.823,13
1050.45,13
573.0,13
1306.53,13
1408.75,13
1121.89,13
864.699,13
1299.97,13
1596.8,13
1545.39,13
1919.19,13
1157.84,13
1337.25,13
1020.53,13
342.144,13
1484.25,13
1213.71,13
1077.63,13
547.726,13
1651.25,13
1137.29,13
1730.78,13
2161.6,13
1304.25,13
215.814,13
550.383,13
544.939,13
449.773,13
807.729,13
478.647,13
703.038,13
1657.36,13
625.692,13
358.518,13
682.436,13
55.8503,13
467.375,13
468.258,13
369.645,13
605.274,13
938.844,13
556.726,13
807.48,13
215.233,13
1119.49,13
691.331,13
615.231,13
482.047,13
1230.42,13
704.323,13
289.899,13
842.459,13
1083.41,13
1030.7,13
867.931,13
753.135,13
944.445,13
1314.64,13
872.328,13
495.156,13
656.48,13
1140.57,13
1246.05,13
1331.92,13
530.658,13
318.004,13
1090.7,13
428.798,13
767.701,13
685.087,13
726.828,13
841.536,13
1671.28,13
1073.88,13
418.417,13
1008.57,13
568.487,13
888.325,13
454.626,13
582.828,13
1027.8,13
306.602,13
905.937,13
841.496,13
280.069,13
344.901,13
60.178,13
847.508,13
813.724,13
860.355,13
382.136,13
328.52,13
693.618,13
742.473,13
1101.42,13
2481.71,13
420.215,13
739.557,13
902.633,13
405.533,13
362.623,13
280.629,13
259.328,13
914.299,13
981.233,13
1291.01,13
377.976,13
719.802,13
1022.8,13
411.486,13
568.751,13
576.503,13
961.468,13
878.082,13
714.437,13
460.188,13
548.364,13
914.126,13
304.889,13
491.978,13
389.561,13
695.967,13
939.001,13
982.716,13
250.817,13
291.275,13
903.332,13
1278.96,13
942.485,13
721.534,13
556.006,13
162.006,13
829.343,13
151.129,13
389.397,13
1201.82,13
713.167,13
946.565,13
543.375,13
397.455,13
344.251,13
1473.61,13
552.058,13
19.7442,13
941.902,13
1152.68,13
567.806,13
282.565,13
355.019,13
566.459,13
343.863,13
181.374,13
159.658,13
194.182,13
415.358,13
810.082,13
1087.4,13
351.239,13
394.55,13
974.124,13
752.562,13
388.384,13
722.64,13
568.431,13
534.788,13
1063.09,13
1210.12,13
612.838,13
1508.71,13
393.072,13
736.779,13
411.077,13
422.246,13
739.357,13
213.053,12
231.161,12
162.303,12
31.32832,12
3.63857,12
297.462,12
26.8564,12
7100.0,12
222.345,12
393.642,12
1757.23,12
835.882,12
3460.51,12
823.399,12
626.819,12
591.098,12
1382.82,12
716.76,12
1031.31,12
15.2528,12
92.1913,12
691.961,12
792.522,12
213.985,12
124.376,12
557.652,12
492.122,12
801.479,12
3300.0,12
1344.97,12
1033.16,12
2406.33,12
513.103,12
75.0852,12
757.382,12
325.737,12
593.026,12
197.989,12
495.148,12
361.896,12
310.301,12
38.9607,12
30.0274,12
884.378,12
6.33256,12
476.733,12
244.59,12
320.451,12
2297.62,12
101.632,12
38.0266,12
491.997,12
329.041,12
330.916,12
366.656,12
854.28,12
1071.8,12
3347.16,12
275.358,12
1073.48,12
1291.98,12
25.3936,12
18.2692,12
246.81,12
222.663,12
1514.66,12
1091.0,12
275.694,12
1031.91,12
340.965,12
67.8107,12
408.303,12
344.337,12
276.323,12
442.846,12
692.158,12
588.037,12
37.6894,12
25.9716,12
46.8733,12
189.833,12
1320.38,12
865.512,12
912.085,12
46.0907,12
60.8831,12
47.7945,12
73.114,12
54.1963,12
221.802,12
68.5146,12
51.261,12
26.8762,12
757.048,12
24.3358,12
17.926,12
58.1438,12
16.9179,12
5.91059,12
813.535,12
78.0863,12
43.8214,12
39.0341,12
231.337,12
682.522,12
389.143,12
309.137,12
30.0651,12
640.409,11
1038.35,11
723.431,11
1660.48,11
694.89,11
535.048,11
1530.3,11
731.298,11
1516.27,11
1623.24,11
1214.09,11
1012.41,11
401.484,11
962.183,11
2163.9,11
1493.64,11
752.237,11
1385.7,11
2462.94,11
971.325,11
506.434,11
868.056,11
1078.46,11
1699.46,11
1303.22,11
1236.56,11
1635.82,11
93.8555,11
47.7458,11
40.9727,11
38.0786,11
91.4349,11
90.5446,11
802.271,11
365.965,11
301.03,11
7000.0,11
50.6706,11
57.6207,11
41.6592,11
71.3499,11
1174.59,11
21.5974,11
54.4738,11
34.1692,11
348.558,11
252.667,11
887.064,11
1369.87,11
38.662,11
33.5225,11
54.9621,11
10.0055,11
20.9531,11
89.8623,11
121.375,11
28.5159,11
1709.4,11
58.1105,11
1015.69,11
845.228,11
911.269,11
1119.45,11
593.384,11
670.829,11
2465.84,11
783.401,11
1054.37,11
991.845,11
949.59,11
1043.56,11
570.835,11
1167.49,11
1223.04,11
528.685,11
319.197,11
79.3002,11
546.998,11
202.782,11
465.826,11
541.714,11
2101.69,11
2530.62,11
704.211,11
775.529,11
2171.87,11
1213.82,11
1050.72,11
878.43,11
73.6123,11
513.426,11
803.776,11
843.701,11
1355.02,11
853.959,11
1756.71,11
890.724,11
476.957,11
753.26,11
601.629,11
621.853,11
10.7643,11
59.859,11
23.3032,11
49.6633,11
320.639,11
1113.65,11
863.873,11
647.424,11
103.917,11
475.248,11
728.303,11
800.871,11
446.914,11
298.894,11
506.357,11
593.646,11
1110.48,11
1115.35,11
225.393,11
357.621,11
1053.57,11
814.078,11
813.543,11
698.326,11
973.368,11
465.417,11
154.83,11
343.226,11
72.0444,11
169.398,11
475.758,11
680.828,11
16.32,11
29.3386,11
64.5978,11
92.2589,11
4.54939,11
29.661,11
978.066,11
189.289,11
847.299,11
335.09,11
170.562,11
913.65,11
228.327,11
249.645,11
31.4607,11
638.249,11
10.4092,11
4.96435,11
185.615,11
8.15728,11
81.7647,11
226.637,11
745.74,11
748.569,11
831.287,11
335.515,11
626.691,11
337.926,11
1128.72,11
336.09,11
733.143,11
1159.85,11
758.3,11
310.315,11
909.28,11
847.339,11
735.369,11
651.117,11
1012.48,11
727.187,11
391.181,11
357.059,11
2065.98,11
1335.64,11
109.749,11
7200.0,11
771.494,11
824.688,11
1182.05,11
848.396,11
181.69,11
755.678,11
497.093,11
688.795,11
738.261,11
1197.04,11
602.176,11
6.2981,11
629.445,11
305.193,11
417.014,11
729.823,11
1141.89,11
921.778,11
282.091,11
161.997,11
124.73,11
140.998,11
19.8101,11
492.894,11
194.134,11
105.166,11
89.9606,11
322.114,11
34.0915,10
93.808,10
142.751,10
63.4482,10
28.254,10
71.0863,10
661.421,10
51.9917,10
120.391,10
29.1328,10
11.4469,10
50.2862,10
45.2989,10
38.4473,10
37.4574,10
34.354,10
690.336,10
657.023,10
816.592,10
156.264,10
590.268,10
273.946,10
252.596,10
1430.0,10
245.303,10
1482.83,10
2080.51,10
1289.41,10
1427.08,10
576.181,10
651.783,10
894.187,10
375.522,10
195.439,10
522.605,10
295.293,10
1497.33,10
1083.28,10
1321.38,10
996.105,10
669.573,10
270.739,10
1061.77,10
783.666,10
1302.87,10
790.516,10
908.501,10
1276.29,10
837.481,10
621.996,10
681.255,10
871.564,10
565.752,10
582.942,10
438.412,10
820.506,10
501.229,10
764.456,10
1542.48,10
1663.74,10
561.229,10
1189.88,10
601.029,10
602.218,10
1409.19,10
1390.56,10
1393.83,10
1191.19,10
1508.33,10
764.726,10
1826.04,10
1286.1,10
546.23,10
541.189,10
2712.58,10
20.2727,10
1202.47,10
1525.52,10
333.042,10
258.979,10
1631.66,10
734.85,10
1229.25,10
898.31,10
1137.81,10
1070.17,10
560.445,10
778.602,10
863.909,10
883.045,10
264.078,10
305.792,10
962.63,10
1034.59,10
437.823,10
1006.63,10
916.313,10
629.804,10
644.456,10
1328.2,10
2146.23,10
845.022,10
976.868,10
1639.47,10
1419.58,10
771.152,10
1513.14,10
924.141,10
1026.48,10
944.465,10
1416.31,10
796.477,10
692.594,10
1463.72,10
1179.01,10
872.279,10
674.695,10
403.933,10
1064.05,10
308.105,10
280.518,10
327.783,10
510.029,10
1246.92,10
1384.16,10
1455.36,10
675.303,10
918.995,10
897.733,10
966.801,10
798.246,10
661.014,10
817.534,10
477.295,10
1206.11,10
466.586,10
629.93,10
839.076,10
502.497,10
614.827,10
1380.16,10
944.54,10
2013.27,10
946.847,10
1842.13,10
555.574,10
382.989,10
865.596,10
814.125,10
206.983,10
607.917,10
1441.63,10
539.321,10
931.956,10
729.964,10
416.692,10
244.96,10
748.326,10
517.292,10
387.248,10
679.921,10
871.81,10
686.461,10
2435.94,10
1225.57,10
1514.02,10
749.06,10
309.869,10
1307.66,10
1285.48,10
331.553,10
862.92,10
1283.05,10
188.33,10
272.36,10
31.964,10
1696.25,10
1260.28,10
320.478,10
2366.02,10
409.602,10
1022.01,10
1299.32,10
221.639,10
434.456,10
2254.69,10
395.196,10
1338.49,10
825.883,10
486.174,10
1053.49,10
1056.88,10
553.218,10
455.479,10
544.45,10
889.885,10
1769.14,10
161.555,10
413.591,10
116.474,10
500.892,10
728.668,10
1845.58,10
1002.74,10
1568.38,10
652.253,10
1479.14,10
349.247,10
897.597,10
799.699,10
1425.39,10
1363.19,10
182.536,10
24.3056,10
374.615,10
710.724,10
1804.36,10
784.625,10
923.551,10
631.949,10
359.497,10
1687.47,10
1017.82,10
679.106,10
1154.13,10
370.312,10
780.566,10
1196.04,10
996.32,10
505.829,10
2006.48,10
80.8994,10
678.069,10
590.601,10
1159.3,10
852.888,10
203.896,10
336.952,10
430.254,10
724.971,10
513.107,10
1136.6,10
451.242,10
1229.18,10
1472.62,10
1404.38,10
591.602,10
1232.19,10
829.985,10
438.703,10
833.055,10
853.275,10
768.903,10
890.296,10
152.075,10
319.675,10
922.255,10
45.683,10
848.76,10
562.348,10
772.481,10
1589.81,10
250.199,10
631.884,10
309.696,10
1693.86,10
22.5243,10
42.1727,10
85.3006,10
1775.44,10
371.049,10
631.7,10
71.8627,10
83.3321,10
36.1531,10
30.6862,10
34.4341,10
558.855,10
659.395,10
1314.51,10
3.93305,10
121.405,10
42.358,10
1028.37,10
518.625,10
179.854,10
1057.21,10
976.737,10
136.24,10
21.1389,10
252.759,10
276.211,10
317.652,10
272.655,10
1530.32,10
9.44181,10
29.4214,10
8.07426,10
9.06456,10
2012.62,10
364.813,10
320.07,10
3.56228,10
211.553,10
390.552,10
558.652,10
1060.77,10
811.278,10
772.283,10
641.374,10
221.186,10
385.348,10
807.308,10
718.945,10
707.688,10
962.888,10
227.537,10
54.6599,10
1146.1,10
1215.7,10
44.657,9
56.1858,9
75.4392,9
20.21019,9
97.2179,9
423.348,9
259.935,9
572.403,9
544.456,9
1425.43,9
102.953,9
1697.81,9
294.001,9
403.513,9
491.87,9
136.957,9
1502.34,9
103.936,9
159.522,9
921.986,9
172.245,9
106.289,9
50.4093,9
35.26,9
211.196,9
184.848,9
875.523,9
1056.9,9
197.119,9
32.5376,9
35.0553,9
34.8541,9
122.536,9
46.7864,9
131.199,9
6800.0,9
189.908,9
632.766,9
608.68,9
125.106,9
348.494,9
87.5953,9
275.994,9
121.944,9
386.346,9
163.371,9
55.9231,9
79.0608,9
46.8778,9
979.541,9
54.2304,9
111.155,9
179.943,9
169.948,9
28.7165,9
147.192,9
108.199,9
334.037,9
258.426,9
211.416,9
99.9293,9
58.9291,9
39.9346,9
72.5922,9
53.6089,9
835.455,9
409.46,9
905.406,9
60.2046,9
57.2651,9
162.685,9
551.727,9
69.7116,9
64.1181,9
791.175,9
